product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja,marca,precio_tiendanube,barcode
6145,Calcio Magnesio Zinc Natural Life X 60 Comprimidos,14860.43,57,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Calcio Magnesio Zinc Natural Life X 60 Comprimidos|Natural Life|Natural Life Calcio Magnesio Zinc X 60 Comprimidos|6145|60 Comprimidos|vegano|vegana|plant based,0.259,0.259,"Calcio Magnesio Zinc Natural Life X 60 Comprimidos, nutricionales, suplemento de magnesio.",,true,false,tiendanube,Natural Life,24767.39,7798026680711
6187,Natucapil Natural Life Estimulante Capilar X 30 Capsulas,20016.58,6,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Natucapil Natural Life Estimulante Capilar X 30 Capsulas|Natural Life|Natural Life Natucapil Estimulante Capilar X 30 Capsulas|6187|30 Capsulas,0.259,0.259,"Natucapil Natural Life Estimulante Capilar X 30 Capsulas, nutricionales, suplemento.",,true,false,tiendanube,Natural Life,33360.97,7798026680742
6215,Keto Diet Natural Life X 30 Capsulas,20073.29,0,1,unidad,unidad,Suplementos,Deportivos,Quemadores,,Keto Diet Natural Life X 30 Capsulas|Natural Life|Natural Life Keto Diet X 30 Capsulas|6215|30 Capsulas,0.259,0.259,"Keto Diet Natural Life X 30 Capsulas, deportivos, suplemento, presentación individual.",,true,false,tiendanube,Natural Life,33455.48,7798026680674
6183,Collagen 500 Natural Life X60 Comprimidos Sabor Sin Sabor,14069.42,8,1,unidad,unidad,Suplementos,Nutricionales,Colágeno,,Collagen 500 Natural Life X60 Comprimidos Sabor Sin Sabor|Natural Life|Natural Life Collagen 500 X60 Comprimidos Sabor Sin Sabor|6183|60 Comprimidos,0.259,0.259,"Collagen 500 Natural Life X60 Comprimidos Sabor Sin Sabor, nutricionales.",,true,false,tiendanube,Natural Life,23449.03,7798026680629
6104,Yerba Mate Aguantadora Selección Especial Suave 500g,3649.81,54,1,unidad,unidad,Alimentos y Bebidas,Infusiones,,,Yerba Mate Aguantadora Selección Especial Suave 500g|Aguantadora|Aguantadora Yerba Mate Selección Especial Suave 500g|6104|500g|sin tacc|sin gluten|sin t.a.c.c.,0.185,0.185,"Yerba Mate Aguantadora Selección Especial Suave 500g, infusiones, infusiones, presentación individual.",,true,false,tiendanube,Aguantadora,6083.02,7790326002057
6119,Tahini Pasta De Sesamo Al Kanater 900 Grs,20023.80,0,1,unidad,unidad,Alimentos y Bebidas,Condimentos y Especias,,,Tahini Pasta De Sesamo Al Kanater 900 Grs|Alkanater|Alkanater Tahini Pasta De Sesamo Al Kanater 900 Grs|6119|900 Grs|sin tacc|sin gluten|sin t.a.c.c.|vegano|vegana|plant based,0.190,0.190,"Tahini Pasta De Sesamo Al Kanater 900 Grs, marca Alkanater, condimentos y especias.",,true,false,tiendanube,Alkanater,33373.00,5285000870104
6118,Rompepiedras Glicerinado Colabella Diente De Leon X 60cc,12092.44,51,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Rompepiedras Glicerinado Colabella Diente De Leon X 60cc|Colabella|Colabella Rompepiedras Glicerinado Diente De Leon X 60cc|6118|60cc|vegano|vegana|plant based,0.284,0.284,"Rompepiedras Glicerinado Colabella Diente De Leon X 60cc, nutricionales, nutricionales.",,true,false,tiendanube,Colabella,20154.07,7798158864058
6085,Move Articulaciones Flexibilidad Natural Life X 30 Capsulas,15289.35,213,1,unidad,unidad,Suplementos,Nutricionales,Colágeno,,Move Articulaciones Flexibilidad Natural Life X 30 Capsulas|Natural Life|Natural Life Move Articulaciones Flexibilidad X 30 Capsulas|6085|30 Capsulas,0.259,0.259,"Move Articulaciones Flexibilidad Natural Life X 30 Capsulas, nutricionales, suplemento.",,true,false,tiendanube,Natural Life,25482.25,7798026680650
1281,Calcio 500 Natufarma X 50 Comprimidos Sabor No,4345.34,326,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Calcio 500 Natufarma X 50 Comprimidos Sabor No|Natufarma|Natufarma Calcio 500 X 50 Comprimidos Sabor No|1281|50 Comprimidos,0.294,0.294,"Calcio 500 Natufarma X 50 Comprimidos Sabor No, nutricionales, suplemento de calcio.",,true,false,tiendanube,Natufarma,7242.24,7795379100583
6156,Salsa De Ostras Lee Kum Kee X 2.4kg Pet,28595.77,18,1,unidad,unidad,Alimentos y Bebidas,Aderezos y Salsas,,,Salsa De Ostras Lee Kum Kee X 2.4kg Pet|Lee Kum Kee|Lee Kum Kee Salsa De Ostras X 2.4kg Pet|6156|2.4kg,0.239,0.239,"Salsa De Ostras Lee Kum Kee X 2.4kg Pet, aderezos y salsas.",,true,false,tiendanube,Lee Kum Kee,47659.61,078895138047
6209,Vitamin E 400ui Natural Life X 30 Capsulas,14185.27,0,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Vitamin E 400ui Natural Life X 30 Capsulas|Natural Life|Natural Life Vitamin E 400ui X 30 Capsulas|6209|30 Capsulas,0.259,0.259,"Vitamin E 400ui Natural Life X 30 Capsulas, nutricionales, suplemento.",,true,false,tiendanube,Natural Life,23642.11,7798026680599
6103,Vitamina C 1000mg Antioxidante Natural Life X 30 Capsulas,11729.93,61,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Vitamina C 1000mg Antioxidante Natural Life X 30 Capsulas|Natural Life|Natural Life Vitamina C 1000mg Antioxidante X 30 Capsulas|6103|30 Capsulas,0.259,0.259,"Vitamina C 1000mg Antioxidante Natural Life X 30 Capsulas, nutricionales.",,true,false,tiendanube,Natural Life,19549.88,7798026680643
6141,Suplemento Primrose Primula 500mg Natural Life X 50 Caps,14854.94,58,1,unidad,unidad,Suplementos,Nutricionales,,,Suplemento Primrose Primula 500mg Natural Life X 50 Caps|Natural Life|Natural Life Suplemento Primrose Primula 500mg X 50 Caps|6141|sin tacc|sin gluten|sin t.a.c.c.|vegano|vegana|plant based,0.259,0.259,"Suplemento Primrose Primula 500mg Natural Life X 50 Caps, nutricionales.",,true,false,tiendanube,Natural Life,24758.24,7798026680735
6089,One Multivitaminas Minerales Natural Life X30 Comp Sin Sabor,15483.82,162,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,One Multivitaminas Minerales Natural Life X30 Comp Sin Sabor|Natural Life|Natural Life One Multivitaminas Minerales X30 Comp Sin Sabor|6089|vegano|vegana|plant based,0.259,0.259,"One Multivitaminas Minerales Natural Life X30 Comp Sin Sabor, nutricionales.",,true,false,tiendanube,Natural Life,25806.37,7798026680728
6091,Omega-3 Synergy Chia + Fish Oil Natural Life X 60 Capsules,15355.33,156,1,unidad,unidad,Suplementos,Nutricionales,Omega 3,,Omega-3 Synergy Chia + Fish Oil Natural Life X 60 Capsules|Natural Life|Natural Life Omega-3 Synergy Chia + Fish Oil X 60 Capsules|6091,0.259,0.259,"Omega-3 Synergy Chia + Fish Oil Natural Life X 60 Capsules, nutricionales.",,true,false,tiendanube,Natural Life,25592.21,7798026680636
6155,Mix Pimienta En Grano Con Molinillo El Castillo X 95g,27772.12,43,1,unidad,unidad,Alimentos y Bebidas,Condimentos y Especias,,,Mix Pimienta En Grano Con Molinillo El Castillo X 95g|El Castillo|El Castillo Mix Pimienta En Grano Con Molinillo X 95g|6155|95g,0.279,0.279,"Mix Pimienta En Grano Con Molinillo El Castillo X 95g, condimentos y especias.",,true,false,tiendanube,El Castillo,46286.86,7795258003202
6079,Omega 3 Aceite Hígado De Bacalao 1000mg Natural Life X 60,19987.92,250,1,unidad,unidad,Suplementos,Nutricionales,Omega 3,,Omega 3 Aceite Hígado De Bacalao 1000mg Natural Life X 60|Natural Life|Natural Life Omega 3 Aceite Hígado De Bacalao 1000mg X 60|6079,0.259,0.259,"Omega 3 Aceite Hígado De Bacalao 1000mg Natural Life X 60, nutricionales.",,true,false,tiendanube,Natural Life,33313.20,7798026680667
6075,Ashwagandha Sundance 3000mg X 60 Capsulas,20905.62,357,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Ashwagandha Sundance 3000mg X 60 Capsulas|Sundance|Sundance Ashwagandha 3000mg X 60 Capsulas|6075|60 Capsulas|vegano|vegana|plant based,0.264,0.264,"Ashwagandha Sundance 3000mg X 60 Capsulas, nutricionales, suplemento, presentación individual.",,true,false,tiendanube,Sundance,34842.70,840093140913
6092,Aceite De Onagra Evening Primrose Oil 1000mg Sundance X 50,22237.13,40,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Aceite De Onagra Evening Primrose Oil 1000mg Sundance X 50|Sundance|Sundance Aceite De Onagra Evening Primrose Oil 1000mg X 50|6092|sin tacc|sin gluten|sin t.a.c.c.,0.264,0.264,"Aceite De Onagra Evening Primrose Oil 1000mg Sundance X 50, nutricionales.",,true,false,tiendanube,Sundance,37061.88,840093106445
6175999,Lipasa Alpiste Colabella Con Coenzima Q10 B12 Extracto 60cc,12092.44,27,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Lipasa Alpiste Colabella Con Coenzima Q10 B12 Extracto 60cc|Colabella|Colabella Lipasa Alpiste Con Coenzima Q10 B12 Extracto 60cc|6175999|60cc|vegano|vegana|plant based,0.284,0.284,"Lipasa Alpiste Colabella Con Coenzima Q10 B12 Extracto 60cc, nutricionales.",,true,false,tiendanube,Colabella,20154.07,7798158863983
6142,Quemagrasas Colabella Cafe + Te + Verde X 60 Comprimidos,12092.44,42,1,unidad,unidad,Suplementos,Deportivos,Quemadores,,Quemagrasas Colabella Cafe + Te + Verde X 60 Comprimidos|Colabella|Colabella Quemagrasas Cafe + Te + Verde X 60 Comprimidos|6142|60 Comprimidos,0.284,0.284,"Quemagrasas Colabella Cafe + Te + Verde X 60 Comprimidos, deportivos.",,true,false,tiendanube,Colabella,20154.07,7798158863297
6202,Té Dulces Sueños Saint Gottard Caja X 20 Saquitos,2761.38,0,1,unidad,unidad,Alimentos y Bebidas,Infusiones,,,Té Dulces Sueños Saint Gottard Caja X 20 Saquitos|Saint Gottard|Saint Gottard Té Dulces Sueños Caja X 20 Saquitos|6202,0.760,0.760,"Té Dulces Sueños Saint Gottard Caja X 20 Saquitos, infusiones.",,true,false,tiendanube,Saint Gottard,4602.30,7798008290679
6192,B 50 Complex Sistema Nervioso Piel Cabello X 30 Sin Sabor,14537.12,0,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,B 50 Complex Sistema Nervioso Piel Cabello X 30 Sin Sabor|Natural Life|Natural Life B 50 Complex Sistema Nervioso Piel Cabello X 30 Sin Sabor|6192|vegano|vegana|plant based,0.259,0.259,"B 50 Complex Sistema Nervioso Piel Cabello X 30 Sin Sabor, marca Natural Life, nutricionales.",,true,false,tiendanube,Natural Life,24228.54,7798026680582
6081,Aceite De Oregano Sundance 4000mg X 60 Capsulas,17173.06,302,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Aceite De Oregano Sundance 4000mg X 60 Capsulas|Sundance|Sundance Aceite De Oregano 4000mg X 60 Capsulas|6081|60 Capsulas,0.264,0.264,"Aceite De Oregano Sundance 4000mg X 60 Capsulas, nutricionales, nutricionales.",,true,false,tiendanube,Sundance,28621.77,840093140081
6132,Nad+ Nicotinamida Resveratrol Calostro Q10 Zinc X 100g,18711.53,0,1,unidad,unidad,Suplementos,Deportivos,Energía y Potenciadores,,Nad+ Nicotinamida Resveratrol Calostro Q10 Zinc X 100g|Colabella|Colabella Nad+ Nicotinamida Resveratrol Calostro Q10 Zinc X 100g|6132|100g,0.284,0.284,"Nad+ Nicotinamida Resveratrol Calostro Q10 Zinc X 100g, marca Colabella, deportivos.",,true,false,tiendanube,Colabella,31185.88,7798158864317
6181,Clara De Huevo Colabella Proteinas Pote 300g,33146.44,8,1,unidad,unidad,Suplementos,Deportivos,Proteina,,Clara De Huevo Colabella Proteinas Pote 300g|Colabella|Colabella Clara De Huevo Proteinas Pote 300g|6181|300g|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Clara De Huevo Colabella Proteinas Pote 300g, deportivos, deportivos, presentación individual.",,true,false,tiendanube,Colabella,55244.07,7798158865253.0
361000,Te Negro Royal Black Saint Gottard 20 Saquitos,1884.72,128,1,unidad,unidad,Alimentos y Bebidas,Infusiones,,,Te Negro Royal Black Saint Gottard 20 Saquitos|Saint Gottard|Saint Gottard Te Negro Royal Black 20 Saquitos|361000,0.760,0.760,"Te Negro Royal Black Saint Gottard 20 Saquitos, infusiones, infusiones.",,true,false,tiendanube,Saint Gottard,3141.20,7798008291928.0
6139,Calostro Colabella Libre De Gluten 60 Comprimidos Sin Sabor,31493.36,58,1,unidad,unidad,Suplementos,Nutricionales,,,Calostro Colabella Libre De Gluten 60 Comprimidos Sin Sabor|Colabella|Colabella Calostro Libre De Gluten 60 Comprimidos Sin Sabor|6139|60 Comprimidos|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Calostro Colabella Libre De Gluten 60 Comprimidos Sin Sabor, nutricionales.",,true,false,tiendanube,Colabella,52488.94,7798158863389.0
6168,Detox Colabella Quelatos Vegetales Desintoxicadores X 60 Com,12092.44,22,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Detox Colabella Quelatos Vegetales Desintoxicadores X 60 Com|Colabella|Colabella Detox Quelatos Vegetales Desintoxicadores X 60 Com|6168,0.284,0.284,"Detox Colabella Quelatos Vegetales Desintoxicadores X 60 Com, nutricionales, nutricionales.",,true,false,tiendanube,Colabella,20154.07,7798158863501.0
6158,Alpiste Colabella Suplemento Lipasa S/tacc En Polvo 300g,8067.62,22,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Alpiste Colabella Suplemento Lipasa S/tacc En Polvo 300g|Colabella|Colabella Alpiste Suplemento Lipasa S/tacc En Polvo 300g|6158|300g|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Alpiste Colabella Suplemento Lipasa S/tacc En Polvo 300g, nutricionales, nutricionales.",,true,false,tiendanube,Colabella,13446.03,7798158864652.0
6173,Caldo De Huesos Vacuno Colabella X 60 Sin Gluten,10497.79,0,1,unidad,unidad,Suplementos,Nutricionales,Colágeno,,Caldo De Huesos Vacuno Colabella X 60 Sin Gluten|Colabella|Colabella Caldo De Huesos Vacuno X 60 Sin Gluten|6173|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Caldo De Huesos Vacuno Colabella X 60 Sin Gluten, nutricionales.",,true,false,tiendanube,Colabella,17496.31,7798158864256.0
6106,Aceite De Orégano Colabella Sin Tacc Q10 B12 X 60,10497.79,61,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Aceite De Orégano Colabella Sin Tacc Q10 B12 X 60|Colabella|Colabella Aceite De Orégano Sin Tacc Q10 B12 X 60|6106|sin tacc|sin gluten|sin t.a.c.c.|vegano|vegana|plant based,0.284,0.284,"Aceite De Orégano Colabella Sin Tacc Q10 B12 X 60, nutricionales.",,true,false,tiendanube,Colabella,17496.31,7798158864553
6164,Nad+ Resveratrol Colabella Antienvejecimiento 60cc Neutro,31493.36,30,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Nad+ Resveratrol Colabella Antienvejecimiento 60cc Neutro|Colabella|Colabella Nad+ Resveratrol Antienvejecimiento 60cc Neutro|6164|60cc|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Nad+ Resveratrol Colabella Antienvejecimiento 60cc Neutro, nutricionales, nutricionales, presentación individual.",,true,false,tiendanube,Colabella,52488.94,7798158864416.0
6186,Rompepiedras Colabella X 60 Comprimidos Sin Sabor,10497.79,0,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Rompepiedras Colabella X 60 Comprimidos Sin Sabor|Colabella|Colabella Rompepiedras X 60 Comprimidos Sin Sabor|6186|60 Comprimidos,0.284,0.284,"Rompepiedras Colabella X 60 Comprimidos Sin Sabor, nutricionales, suplemento, presentación individual.",,true,false,tiendanube,Colabella,17496.31,7798158863549.0
6140,Anti-diabetes Colabella Alpiste Canela Alfalfa Sin Tacc X 60,12092.44,39,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Anti-diabetes Colabella Alpiste Canela Alfalfa Sin Tacc X 60|Colabella|Colabella Anti-diabetes Alpiste Canela Alfalfa Sin Tacc X 60|6140|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Anti-diabetes Colabella Alpiste Canela Alfalfa Sin Tacc X 60, nutricionales.",,true,false,tiendanube,Colabella,20154.07,7798158863303.0
clarax100g,Clara De Huevo Colabella Pasteurizada Polvo 100g S/tacc,12276.47,0,1,unidad,unidad,Suplementos,Deportivos,Proteina,,Clara De Huevo Colabella Pasteurizada Polvo 100g S/tacc|Colabella|Colabella Clara De Huevo Pasteurizada Polvo 100g S/tacc|clarax100g|100g|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Clara De Huevo Colabella Pasteurizada Polvo 100g S/tacc, deportivos, deportivos.",,true,false,tiendanube,Colabella,20460.78,7798158862542.0
6152,Nad+ Resveratrol Colabella + Q10 Antienvejecimiento X 60,36277.33,38,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Nad+ Resveratrol Colabella + Q10 Antienvejecimiento X 60|Colabella|Colabella Nad+ Resveratrol + Q10 Antienvejecimiento X 60|6152,0.284,0.284,"Nad+ Resveratrol Colabella + Q10 Antienvejecimiento X 60, nutricionales, nutricionales.",,true,false,tiendanube,Colabella,60462.22,7798158864317.0
6151,Probiotico Kefir Colabella X 60 Comprimidos Sin Sabor,10497.79,6,1,unidad,unidad,Suplementos,Nutricionales,Probióticos y Prebióticos,,Probiotico Kefir Colabella X 60 Comprimidos Sin Sabor|Colabella|Colabella Probiotico Kefir X 60 Comprimidos Sin Sabor|6151|60 Comprimidos|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Probiotico Kefir Colabella X 60 Comprimidos Sin Sabor, nutricionales, nutricionales.",,true,false,tiendanube,Colabella,17496.31,7798158864331.0
6108,Aceite De Orégano Colabella Artrogen Q10 B12 X 60ml,10497.79,56,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Aceite De Orégano Colabella Artrogen Q10 B12 X 60ml|Colabella|Colabella Aceite De Orégano Artrogen Q10 B12 X 60ml|6108|60ml,0.284,0.284,"Aceite De Orégano Colabella Artrogen Q10 B12 X 60ml, nutricionales.",,true,false,tiendanube,Colabella,17496.31,7798158864584.0
6105,Remolacha Colabella Vasodilatador + B12 Comprimidos X 60,10497.79,93,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Remolacha Colabella Vasodilatador + B12 Comprimidos X 60|Colabella|Colabella Remolacha Vasodilatador + B12 Comprimidos X 60|6105|12 Comprimidos,0.284,0.284,"Remolacha Colabella Vasodilatador + B12 Comprimidos X 60, nutricionales, suplemento.",,true,false,tiendanube,Colabella,17496.31,7798158864324.0
6159,Curcuma Colabella Sin Tacc X 60 Comprimidos Sin Sabor,12092.44,26,1,unidad,unidad,Suplementos,Nutricionales,Herbales,,Curcuma Colabella Sin Tacc X 60 Comprimidos Sin Sabor|Colabella|Colabella Curcuma Sin Tacc X 60 Comprimidos Sin Sabor|6159|60 Comprimidos|sin tacc|sin gluten|sin t.a.c.c.,0.284,0.284,"Curcuma Colabella Sin Tacc X 60 Comprimidos Sin Sabor, nutricionales.",,true,false,tiendanube,Colabella,20154.07,7798158863471.0
6175,Extracto De Alpiste Colabella Con Coenzima Q10 B12 60cc,12092.44,27,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Extracto De Alpiste Colabella Con Coenzima Q10 B12 60cc|Colabella|Colabella Extracto De Alpiste Con Coenzima Q10 B12 60cc|6175|60cc,0.284,0.284,"Extracto De Alpiste Colabella Con Coenzima Q10 B12 60cc, nutricionales.",,true,false,tiendanube,Colabella,20154.07,7798158863983.0
6096,Omega 3 Geonat Omeganat Concentrado Epa 1000 Dha 500 X 60,31800.00,0,1,unidad,unidad,Suplementos,Nutricionales,Omega 3,,Omega 3 Geonat Omeganat Concentrado Epa 1000 Dha 500 X 60|Omeganat|Omeganat Omega 3 Geonat Concentrado Epa 1000 Dha 500 X 60|6096|3 G,0.185,0.185,"Omega 3 Geonat Omeganat Concentrado Epa 1000 Dha 500 X 60, nutricionales.",,true,false,tiendanube,Omeganat,53000.00,7798119969761.0
6102,Vitamina C 1000mg Sundance Antioxidante X 90 Cápsulas Neutro,17704.72,85,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Vitamina C 1000mg Sundance Antioxidante X 90 Cápsulas Neutro|Sundance|Sundance Vitamina C 1000mg Antioxidante X 90 Cápsulas Neutro|6102|90 Cápsulas,0.264,0.264,"Vitamina C 1000mg Sundance Antioxidante X 90 Cápsulas Neutro, nutricionales.",,true,false,tiendanube,Sundance,29507.87,840093106582.0
6083,Omega 3 Aceite De Pescado Sundance 1200mg X 100,30735.40,245,1,unidad,unidad,Suplementos,Nutricionales,Omega 3,,Omega 3 Aceite De Pescado Sundance 1200mg X 100|Sundance|Sundance Omega 3 Aceite De Pescado 1200mg X 100|6083,0.264,0.264,"Omega 3 Aceite De Pescado Sundance 1200mg X 100, nutricionales.",,true,false,tiendanube,Sundance,51225.67,840093103260.0
6136,Vitamina B-12 5000mcg Horbaach Sublingual Metilcobalamina,25612.80,0,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Vitamina B-12 5000mcg Horbaach Sublingual Metilcobalamina|Horbaach|Horbaach Vitamina B-12 5000mcg Sublingual Metilcobalamina|6136|vegano|vegana|plant based,0.200,0.200,"Vitamina B-12 5000mcg Horbaach Sublingual Metilcobalamina, nutricionales, nutricionales, presentación individual.",,true,false,tiendanube,Horbaach,42688.00,840050601723.0
6214,L-teanina 400mg Horbaach X 400 Cápsulas,50570.10,0,1,unidad,unidad,Suplementos,Nutricionales,Adaptpógenos,,L-teanina 400mg Horbaach X 400 Cápsulas|Horbaach|Horbaach L-teanina 400mg X 400 Cápsulas|6214|400 Cápsulas|sin tacc|sin gluten|sin t.a.c.c.,0.200,0.200,"L-teanina 400mg Horbaach X 400 Cápsulas, nutricionales, suplemento, presentación individual.",,true,false,tiendanube,Horbaach,84283.50,840050600818.0
6216,Vitamina B Complex Bioactivo Life Extension x60 cápsulas,23460.00,0,1,unidad,unidad,Suplementos,Nutricionales,Vitaminas y Minerales,,Vitamina B Complex Bioactivo Life Extension x60 cápsulas|Life Extension|Life Extension Vitamina B Complex Bioactivo x60 cápsulas|6216|60 cápsulas,0.190,0.190,"Vitamina B Complex Bioactivo Life Extension x60 cápsulas, nutricionales, nutricionales.",,true,false,tiendanube,Life Extension,39100.00,737870194569.0
6201,Omega 3 Nature Made Aceite De Pescado 1200 Mg X100 Softgels,28185.12,0,1,unidad,unidad,Alimentos y Bebidas,Aceites y Vinagres,,,Omega 3 Nature Made Aceite De Pescado 1200 Mg X100 Softgels|Nature Made|Nature Made Omega 3 Aceite De Pescado 1200 Mg X100 Softgels|6201,0.185,0.185,"Omega 3 Nature Made Aceite De Pescado 1200 Mg X100 Softgels, aceites y vinagres.",,true,false,tiendanube,Nature Made,46975.20,31604013288.0
6069100,Pack X6 Endulzante Hileret Stevia Liquido 200 Ml,19563.90,581,6,unidad,unidad,Alimentos y Bebidas,Endulzantes,,,Pack X6 Endulzante Hileret Stevia Liquido 200 Ml|Hileret Stevia|Hileret Stevia Pack X6 Endulzante Liquido 200 Ml|6069100|200 Ml|sin tacc|sin gluten|sin t.a.c.c.,0.190,0.190,"Pack X6 Endulzante Hileret Stevia Liquido 200 Ml, endulzantes, endulzantes.",,true,false,tiendanube,Hileret Stevia,32606.50,7794940000796.0
6069,Edulcorante Liquido C Stevia Hileret Pet X 200 Cc,3260.65,3488,1,unidad,unidad,Alimentos y Bebidas,Endulzantes,,,Edulcorante Liquido C Stevia Hileret Pet X 200 Cc|Hileret Stevia|Hileret Stevia Edulcorante Liquido C Stevia Hileret Pet X 200 Cc|6069|200 Cc|sin tacc|sin gluten|sin t.a.c.c.,0.190,0.190,"Edulcorante Liquido C Stevia Hileret Pet X 200 Cc, marca Hileret Stevia, endulzantes.",,true,false,tiendanube,Hileret Stevia,5434.42,7794940000796.0
6169,Harina De Vino Resveratrol Colabella Pote 300g,8713.03,29,1,unidad,unidad,Alimentos y Bebidas,Almacén,,,Harina De Vino Resveratrol Colabella Pote 300g|Colabell|Colabell Harina De Vino Resveratrol a Pote 300g|6169|300g,0.185,0.185,"Harina De Vino Resveratrol Colabella Pote 300g, almacén, almacén, presentación individual.",,true,false,tiendanube,Colabell,14521.72,7798158864935.0
6178,Calostro Glicerinado Colabella Con Coenzima Q10 + B12 X 60cc,36277.33,15,1,unidad,unidad,Suplementos,Nutricionales,,,Calostro Glicerinado Colabella Con Coenzima Q10 + B12 X 60cc|Colabella|Colabella Calostro Glicerinado Con Coenzima Q10 + B12 X 60cc|6178|60cc,0.284,0.284,"Calostro Glicerinado Colabella Con Coenzima Q10 + B12 X 60cc, nutricionales.",,true,false,tiendanube,Colabella,60462.22,7798158864409.0
361200,Pack X 6 Te Negro Royal Black Saint Gottard 20 Saquitos,11308.33,21,6,unidad,unidad,Alimentos y Bebidas,Infusiones,,,Pack X 6 Te Negro Royal Black Saint Gottard 20 Saquitos|Saint Gottard|Saint Gottard Pack X 6 Te Negro Royal Black 20 Saquitos|361200,0.760,0.760,"Pack X 6 Te Negro Royal Black Saint Gottard 20 Saquitos, x6 unidades, infusiones.",,true,false,tiendanube,Saint Gottard,18847.21,7798008291928.0
362200,Pack X 6 Te Manzanilla Saint Gottard X 20 Saquitos,11073.67,0,6,unidad,unidad,Alimentos y Bebidas,Infusiones,,,Pack X 6 Te Manzanilla Saint Gottard X 20 Saquitos|Saint Gottard|Saint Gottard Pack X 6 Te Manzanilla X 20 Saquitos|362200,0.760,0.760,"Pack X 6 Te Manzanilla Saint Gottard X 20 Saquitos, x6 unidades, infusiones.",,true,false,tiendanube,Saint Gottard,18456.12,7798008294653.0
362100,Pack X 2 Te Manzanilla Saint Gottard X 20 Saquitos,3691.22,0,2,unidad,unidad,Alimentos y Bebidas,Infusiones,,,Pack X 2 Te Manzanilla Saint Gottard X 20 Saquitos|Saint Gottard|Saint Gottard Pack X 2 Te Manzanilla X 20 Saquitos|362100,0.760,0.760,"Pack X 2 Te Manzanilla Saint Gottard X 20 Saquitos, x2 unidades, infusiones.",,true,false,tiendanube,Saint Gottard,6152.04,7798008294653.0
4810200,Pack X 2 Omega 3 Dúo Pescado + Chia Vitamin Way X 30,23998.20,3,2,unidad,unidad,Suplementos,Nutricionales,,,Pack X 2 Omega 3 Dúo Pescado + Chia Vitamin Way X 30|Vitamin Way|Vitamin Way Pack X 2 Omega 3 Dúo Pescado + Chia X 30|4810200,0.900,0.900,"Pack X 2 Omega 3 Dúo Pescado + Chia Vitamin Way X 30, x2 unidades, nutricionales.",,true,false,tiendanube,Vitamin Way,39997.00,7798008293434.0
6167,Fideos De Arroz Mama 10mm 350g,5511.72,15,1,unidad,unidad,Alimentos y Bebidas,Almacén,,,Fideos De Arroz Mama 10mm 350g|Mama|Mama Fideos De Arroz 10mm 350g|6167|350g,0.190,0.190,"Fideos De Arroz Mama 10mm 350g, almacén, almacén, presentación individual.",,true,false,tiendanube,Mama,9186.20,8851876201433.0
