lista_precios_id,nombre,multiplicador_sobre_lista_1,product_code,precio_unidad,is_mock
1,Lista única,1.0,1129000,10446.60,false
1,Lista única,1.0,2571,10403.54,false
1,Lista única,1.0,GLU-8960_v,11598.90,false
1,Lista única,1.0,3606,23310.00,false
1,Lista única,1.0,5640000,13500.00,false
1,Lista única,1.0,5621999,11700.00,false
1,Lista única,1.0,5623999,5706.30,false
1,Lista única,1.0,5622999,9771.78,false
1,Lista única,1.0,100000,115519.80,false
1,Lista única,1.0,5618999,13500.00,false
1,Lista única,1.0,9000,10557.41,false
1,Lista única,1.0,5606,7534.39,false
1,Lista única,1.0,5602,10252.64,false
1,Lista única,1.0,5604,7944.11,false
1,Lista única,1.0,5507999,5155.68,false
1,Lista única,1.0,9995,4186.40,false
1,Lista única,1.0,9994,1494.04,false
1,Lista única,1.0,4899,4836.97,false
1,Lista única,1.0,9998,2930.21,false
1,Lista única,1.0,5292,22687.38,false
1,Lista única,1.0,5681999,17631.02,false
1,Lista única,1.0,5344999,5809.80,false
1,Lista única,1.0,6194,8100.00,false
1,Lista única,1.0,5326999,8595.55,false
1,Lista única,1.0,5624,3605.32,false
1,Lista única,1.0,5628,27967.08,false
1,Lista única,1.0,5619999,25681.81,false
1,Lista única,1.0,1602999,7200.00,false
1,Lista única,1.0,2737,2250.78,false
1,Lista única,1.0,229,4075.14,false
1,Lista única,1.0,267,2250.78,false
1,Lista única,1.0,265,2250.78,false
1,Lista única,1.0,268,2814.62,false
1,Lista única,1.0,2408,2814.62,false
1,Lista única,1.0,237,4075.14,false
1,Lista única,1.0,1301,2303.22,false
1,Lista única,1.0,6000,2682.72,false
1,Lista única,1.0,2629,2250.78,false
1,Lista única,1.0,362,1845.61,false
1,Lista única,1.0,233,2539.97,false
1,Lista única,1.0,2358,2533.68,false
1,Lista única,1.0,365,1916.60,false
1,Lista única,1.0,2369,2250.78,false
1,Lista única,1.0,3395,4075.14,false
1,Lista única,1.0,1657,2250.78,false
1,Lista única,1.0,7000,4513.42,false
1,Lista única,1.0,5603,8752.01,false
1,Lista única,1.0,1866,6323.30,false
1,Lista única,1.0,5600999,16818.02,false
1,Lista única,1.0,5605,14030.32,false
1,Lista única,1.0,4176999,9821.15,false
1,Lista única,1.0,528999,10626.00,false
