codigo_producto,nombre,descripcion_original,descripcion_mejorada,brand,alias_locales
2360,COLORANTE PASTA AZUL M X 15 GR,"Insumo de repostería COLORANTE PASTA AZUL M X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA AZUL M X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2301,COLORANTE PASTA AZUL T X 15 GR,"Insumo de repostería COLORANTE PASTA AZUL T X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA AZUL T X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2298,COLORANTE PASTA AZUL X 15 GR,"Insumo de repostería COLORANTE PASTA AZUL X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA AZUL X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2340,COLORANTE PASTA BLANCO X 15 GR,"Insumo de repostería COLORANTE PASTA BLANCO X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA BLANCO X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2302,COLORANTE PASTA CELESTE X 15 GR,"Insumo de repostería COLORANTE PASTA CELESTE X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA CELESTE X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2303,COLORANTE PASTA CELESTE B X 15 GR,"Insumo de repostería COLORANTE PASTA CELESTE B X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA CELESTE B X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2287,COLORANTE PASTA MARRON CH X 15 GR,"Insumo de repostería COLORANTE PASTA MARRON CH X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA MARRON CH X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2714,COLORANTE PASTA MARRON O X 15 GR,"Insumo de repostería COLORANTE PASTA MARRON O X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA MARRON O X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2288,COLORANTE PASTA NARANJA X 15 GR,"Insumo de repostería COLORANTE PASTA NARANJA X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA NARANJA X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2289,COLORANTE PASTA NARANJA P X 15 GR,"Insumo de repostería COLORANTE PASTA NARANJA P X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA NARANJA P X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2338,COLORANTE PASTA NEGRO X 15 GR,"Insumo de repostería COLORANTE PASTA NEGRO X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA NEGRO X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2342,COLORANTE PASTA PLATEADO X 15 GR,"Insumo de repostería COLORANTE PASTA PLATEADO X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA PLATEADO X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2292,COLORANTE PASTA ROJO B X 15 GR,"Insumo de repostería COLORANTE PASTA ROJO B X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA ROJO B X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2291,COLORANTE PASTA ROJO M X 15 GR,"Insumo de repostería COLORANTE PASTA ROJO M X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA ROJO M X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2290,COLORANTE PASTA ROJO R X 15 GR,"Insumo de repostería COLORANTE PASTA ROJO R X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA ROJO R X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2293,COLORANTE PASTA ROSA X 15 GR,"Insumo de repostería COLORANTE PASTA ROSA X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA ROSA X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2295,COLORANTE PASTA ROSA B X 15 GR,"Insumo de repostería COLORANTE PASTA ROSA B X 15 GR, marca FLEIBOR, 15 GR.",Insumo para preparar helados: COLORANTE PASTA ROSA B X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2296,COLORANTE PASTA ROSA C X 15 GR,"Insumo de repostería COLORANTE PASTA ROSA C X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA ROSA C X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2294,COLORANTE PASTA ROSA N X 15 GR,"Insumo de repostería COLORANTE PASTA ROSA N X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA ROSA N X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2297,COLORANTE PASTA ROSA X X 15 GR,"Insumo de repostería COLORANTE PASTA ROSA X X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA ROSA X X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2310,COLORANTE PASTA VERDE A X 15 GR,"Insumo de repostería COLORANTE PASTA VERDE A X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VERDE A X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2308,COLORANTE PASTA VERDE H X 15 GR,"Insumo de repostería COLORANTE PASTA VERDE H X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VERDE H X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2309,COLORANTE PASTA VERDE M X 15 GR,"Insumo de repostería COLORANTE PASTA VERDE M X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VERDE M X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2307,COLORANTE PASTA VERDE X 15 GR,"Insumo de repostería COLORANTE PASTA VERDE X 15 GR, marca FLEIBOR, 15 GR.",Insumo para preparar helados: COLORANTE PASTA VERDE X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2311,COLORANTE PASTA VERDE Y X 15 GR,"Insumo de repostería COLORANTE PASTA VERDE Y X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VERDE Y X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2306,COLORANTE PASTA VIOLETA B X 15 GR,"Insumo de repostería COLORANTE PASTA VIOLETA B X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VIOLETA B X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2305,COLORANTE PASTA VIOLETA L X 15 GR,"Insumo de repostería COLORANTE PASTA VIOLETA L X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VIOLETA L X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2384,COLORANTE PASTA VIOLETA N X 15 GR,"Insumo de repostería COLORANTE PASTA VIOLETA N X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VIOLETA N X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2304,COLORANTE PASTA VIOLETA X 15 GR,"Insumo de repostería COLORANTE PASTA VIOLETA X 15 GR, marca FLEIBOR, 15 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA VIOLETA X 15 GR. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2872,COLORANTE PASTA X 250 GR ROJO R,"Insumo de repostería COLORANTE PASTA X 250 GR ROJO R, marca FLEIBOR, 250 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA X 250 GR ROJO R. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2658,COLORANTE PASTA X 250 GR ROSA,"Insumo de repostería COLORANTE PASTA X 250 GR ROSA, marca FLEIBOR, 250 GR.",Pasta saborizante para helados o repostería: COLORANTE PASTA X 250 GR ROSA. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
1222,CREMA CHANTILLY FACILMIX EN POLVO X 1 KG,"Insumo de repostería CREMA CHANTILLY FACILMIX EN POLVO X 1 KG, marca MAPSA, 1 KG.",Insumo de repostería: CREMA CHANTILLY FACILMIX EN POLVO X 1 KG. Marca MAPSA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,MAPSA,
2882,CREMA CHANTILLY FACILMIX EN POLVO X CAJA 4 KG,"Insumo de repostería CREMA CHANTILLY FACILMIX EN POLVO X CAJA 4 KG, marca MAPSA, 4 KG.",Insumo de repostería: CREMA CHANTILLY FACILMIX EN POLVO X CAJA 4 KG. Marca MAPSA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,MAPSA,
2691,CREMA CHANTILLY JAMER X 200 GR,"Insumo de repostería CREMA CHANTILLY JAMER X 200 GR, 200 GR.",Insumo de repostería: CREMA CHANTILLY JAMER X 200 GR. Marca JAMER. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,JAMER,
2157,CREMA PASTELERA JAMER X 1 KG,"Insumo de repostería CREMA PASTELERA JAMER X 1 KG, 1 KG.",Insumo de repostería: CREMA PASTELERA JAMER X 1 KG. Marca JAMER. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,JAMER,
1940,CREMOR TARTARO X 1 KG,"Insumo de repostería CREMOR TARTARO X 1 KG, marca ALZOL, 1 KG.",Insumo de repostería: CREMOR TARTARO X 1 KG. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2927,CUBANITOS PARA RELLENAR 10CM CAJA X 2 KG,"Insumo de repostería CUBANITOS PARA RELLENAR 10CM CAJA X 2 KG, marca ALTA ROTACION, 2 KG.",Cono u oblea para helado: CUBANITOS PARA RELLENAR 10CM CAJA X 2 KG. Marca ALTA ROTACION. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALTA ROTACION,
1170,CUBANITOS PARA RELLENAR 5CM CAJA X 2 KG,"Insumo de repostería CUBANITOS PARA RELLENAR 5CM CAJA X 2 KG, marca ALTA ROTACION, 2 KG.",Cono u oblea para helado: CUBANITOS PARA RELLENAR 5CM CAJA X 2 KG. Marca ALTA ROTACION. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALTA ROTACION,
2705,DIOXIDO DE TITANIO PURO X 50 G,"Insumo de repostería DIOXIDO DE TITANIO PURO X 50 G, marca FLEIBOR, 50 G.",Insumo de repostería: DIOXIDO DE TITANIO PURO X 50 G. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2805,DROPS MAXI PERLAS BLANCAS X 35 GR,"Insumo de repostería DROPS MAXI PERLAS BLANCAS X 35 GR, marca PASTELAR, 35 GR.",Insumo de repostería: DROPS MAXI PERLAS BLANCAS X 35 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2806,DROPS MAXI PERLAS DORADAS X 35 GR,"Insumo de repostería DROPS MAXI PERLAS DORADAS X 35 GR, marca PASTELAR, 35 GR.",Insumo de repostería: DROPS MAXI PERLAS DORADAS X 35 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2929,DROPS MAXI PERLAS ROSA FUERTE X 35 GR,"Insumo de repostería DROPS MAXI PERLAS ROSA FUERTE X 35 GR, marca PASTELAR, 35 GR.",Insumo de repostería: DROPS MAXI PERLAS ROSA FUERTE X 35 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2919,DROPS MIX OJITOS X 30 GR,"Insumo de repostería DROPS MIX OJITOS X 30 GR, marca PASTELAR, 30 GR.",Insumo de repostería: DROPS MIX OJITOS X 30 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2921,DROPS MIX PASTEL MATE FORMAS VARIAS X 30 GR,"Insumo de repostería DROPS MIX PASTEL MATE FORMAS VARIAS X 30 GR, marca PASTELAR, 30 GR.",Insumo de repostería: DROPS MIX PASTEL MATE FORMAS VARIAS X 30 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2807,DROPS PERLAS MEDIANAS BLANCAS X 35 GR,"Insumo de repostería DROPS PERLAS MEDIANAS BLANCAS X 35 GR, marca PASTELAR, 35 GR.",Insumo de repostería: DROPS PERLAS MEDIANAS BLANCAS X 35 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2842,DROPS PERLAS MEDIANAS CELESTES X 35 GR,"Insumo de repostería DROPS PERLAS MEDIANAS CELESTES X 35 GR, marca PASTELAR, 35 GR.",Insumo de repostería: DROPS PERLAS MEDIANAS CELESTES X 35 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2808,DROPS PERLAS MEDIANAS DORADAS X 35 GR,"Insumo de repostería DROPS PERLAS MEDIANAS DORADAS X 35 GR, marca PASTELAR, 35 GR.",Insumo de repostería: DROPS PERLAS MEDIANAS DORADAS X 35 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2843,DROPS PERLAS MEDIANAS ROSA X 35 GR,"Insumo de repostería DROPS PERLAS MEDIANAS ROSA X 35 GR, marca PASTELAR, 35 GR.",Insumo de repostería: DROPS PERLAS MEDIANAS ROSA X 35 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
2879,DULCE DE LECHE REPOSTERO LA AGUSTINA PREMIUM X 10 KG (BALDE PLAST),"Insumo de repostería DULCE DE LECHE REPOSTERO LA AGUSTINA PREMIUM X 10 KG (BALDE PLAST), 10 KG.",Insumo de repostería: DULCE DE LECHE REPOSTERO LA AGUSTINA PREMIUM X 10 KG (BALDE PLAST). Marca LA AGUSTINA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,LA AGUSTINA,
2094,ESENCIA DE AGUA DE AZAHAR FLEIBOR X 30 CC,Insumo de repostería ESENCIA DE AGUA DE AZAHAR FLEIBOR X 30 CC.,Insumo de repostería: ESENCIA DE AGUA DE AZAHAR FLEIBOR X 30 CC. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2025,ESENCIA DE ALMENDRAS AMARGAS FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE ALMENDRAS AMARGAS FLEIBOR X 30 CC..,Insumo de repostería: ESENCIA DE ALMENDRAS AMARGAS FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
1590,ESENCIA DE AROMA MANTECA FLEIBOR X 30 C.C.,Insumo de repostería ESENCIA DE AROMA MANTECA FLEIBOR X 30 C.C..,Insumo de repostería: ESENCIA DE AROMA MANTECA FLEIBOR X 30 C.C.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2712,ESENCIA DE BANANA EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE BANANA EN POLVO X 28 G., marca FLEIBOR, 28 G.",Insumo de repostería: ESENCIA DE BANANA EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2036,ESENCIA DE BANANA FLEIBOR X 30CC,Insumo de repostería ESENCIA DE BANANA FLEIBOR X 30CC.,Insumo de repostería: ESENCIA DE BANANA FLEIBOR X 30CC. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2095,ESENCIA DE BUDIN FLEIBOR X 30 CC,Insumo de repostería ESENCIA DE BUDIN FLEIBOR X 30 CC.,Insumo de repostería: ESENCIA DE BUDIN FLEIBOR X 30 CC. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2710,ESENCIA DE CHOCOLATE BLANCO EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE CHOCOLATE BLANCO EN POLVO X 28 G., marca FLEIBOR, 28 G.",Chocolate / cobertura: ESENCIA DE CHOCOLATE BLANCO EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2026,ESENCIA DE CHOCOLATE FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE CHOCOLATE FLEIBOR X 30 CC..,Chocolate / cobertura: ESENCIA DE CHOCOLATE FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2709,ESENCIA DE COCO EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE COCO EN POLVO X 28 G., marca FLEIBOR, 28 G.",Insumo de repostería: ESENCIA DE COCO EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2028,ESENCIA DE COCO FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE COCO FLEIBOR X 30 CC..,Insumo de repostería: ESENCIA DE COCO FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2030,ESENCIA DE FRAMBUESA FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE FRAMBUESA FLEIBOR X 30 CC..,Insumo de repostería: ESENCIA DE FRAMBUESA FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2708,ESENCIA DE FRUTILLA EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE FRUTILLA EN POLVO X 28 G., marca FLEIBOR, 28 G.",Insumo de repostería: ESENCIA DE FRUTILLA EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2031,ESENCIA DE FRUTILLA FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE FRUTILLA FLEIBOR X 30 CC..,Insumo de repostería: ESENCIA DE FRUTILLA FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2707,ESENCIA DE FRUTOS ROJOS EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE FRUTOS ROJOS EN POLVO X 28 G., marca FLEIBOR, 28 G.",Insumo de repostería: ESENCIA DE FRUTOS ROJOS EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2713,ESENCIA DE LIMON EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE LIMON EN POLVO X 28 G., marca FLEIBOR, 28 G.",Insumo de repostería: ESENCIA DE LIMON EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2032,ESENCIA DE LIMON FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE LIMON FLEIBOR X 30 CC..,Insumo de repostería: ESENCIA DE LIMON FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2033,ESENCIA DE MENTA FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE MENTA FLEIBOR X 30 CC..,Insumo de repostería: ESENCIA DE MENTA FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2034,ESENCIA DE NARANJA FLEIBOR X 30 CC.,Insumo de repostería ESENCIA DE NARANJA FLEIBOR X 30 CC..,Insumo de repostería: ESENCIA DE NARANJA FLEIBOR X 30 CC.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2706,ESENCIA DE NUTELLA EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE NUTELLA EN POLVO X 28 G., marca FLEIBOR, 28 G.",Insumo de repostería: ESENCIA DE NUTELLA EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2096,ESENCIA DE PAN DULCE FLEIBOR X 30 CC,Insumo de repostería ESENCIA DE PAN DULCE FLEIBOR X 30 CC.,Insumo de repostería: ESENCIA DE PAN DULCE FLEIBOR X 30 CC. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2711,ESENCIA DE PISTACHO EN POLVO X 28 G.,"Insumo de repostería ESENCIA DE PISTACHO EN POLVO X 28 G., marca FLEIBOR, 28 G.",Insumo de repostería: ESENCIA DE PISTACHO EN POLVO X 28 G.. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
1983,ESENCIA DE VAINILLA FLEIBOR X 110 C.C,Insumo de repostería ESENCIA DE VAINILLA FLEIBOR X 110 C.C.,Insumo de repostería: ESENCIA DE VAINILLA FLEIBOR X 110 C.C. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
1985,ESENCIA DE VAINILLA FLEIBOR X 1.LTS,Insumo de repostería ESENCIA DE VAINILLA FLEIBOR X 1.LTS.,Insumo de repostería: ESENCIA DE VAINILLA FLEIBOR X 1.LTS. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
1986,ESENCIA DE VAINILLA FLEIBOR X 2 LT,"Insumo de repostería ESENCIA DE VAINILLA FLEIBOR X 2 LT, 2 L.",Insumo de repostería: ESENCIA DE VAINILLA FLEIBOR X 2 LT. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
1987,ESENCIA DE VAINILLA FLEIBOR X 5 LT,"Insumo de repostería ESENCIA DE VAINILLA FLEIBOR X 5 LT, 5 L.",Insumo de repostería: ESENCIA DE VAINILLA FLEIBOR X 5 LT. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,FLEIBOR,
2098,"EXTRACTO DE MALTA, FLEIBOR X 500 GRS","Insumo de repostería EXTRACTO DE MALTA, FLEIBOR X 500 GRS, 500 GRS.","Insumo de repostería: EXTRACTO DE MALTA, FLEIBOR X 500 GRS. Marca FLEIBOR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",FLEIBOR,
