product_code,articulo,grupo,marca,contador,cantidad,rotacion_raw,rotacion_index,margen_pct,margen_normalizado,clase_ab,interpretacion,ventas_neto,costo,en_catalogo
10110,BIZCOCHO SALADO 1X180GRS GAONA,#19 GALLETITAS,GAONA,120,827.0,0.145103,0.115,0.2998,1.0,B,baja rotación / alta rentabilidad,576781.78,403855.42,si
10111,CHIPS CHOCO BLANCO 1X230GRS GAONA,#19 GALLETITAS,GAONA,36,142.0,0.253521,0.2272,0.3016,1.0,B,baja rotación / alta rentabilidad,152599.12,106573.72,si
10112,CHIPS CHOCOLATE 1X230GRS GAONA,#19 GALLETITAS,GAONA,129,791.0,0.163085,0.1336,0.2999,1.0,B,baja rotación / alta rentabilidad,911563.99,638173.3,si
10113,CHIPS DDL 1X200GRS GAONA,#19 GALLETITAS,GAONA,69,264.0,0.261364,0.2353,0.2999,1.0,B,baja rotación / alta rentabilidad,299689.65,209806.28,si
10114,CHIPS COLORES 1X200GRS GAONA,#19 GALLETITAS,GAONA,66,319.0,0.206897,0.179,0.3005,1.0,B,baja rotación / alta rentabilidad,361814.0,253073.72,si
10115,ANILLO COCO 1X220GRS GAONA,#19 GALLETITAS,GAONA,59,331.0,0.178248,0.1493,0.2999,1.0,B,baja rotación / alta rentabilidad,344851.32,241419.49,si
10116,ANILLO LIMON 1X220GRS GAONA,#19 GALLETITAS,GAONA,33,130.0,0.253846,0.2276,0.2956,1.0,B,baja rotación / alta rentabilidad,134328.96,94617.1,si
10117,ANILLO VAINILLA 1X220GRS GAONA,#19 GALLETITAS,GAONA,44,168.0,0.261905,0.2359,0.3005,1.0,B,baja rotación / alta rentabilidad,173529.81,121378.77,si
10118,MANTECADITAS 1X220GRS GAONA,#19 GALLETITAS,GAONA,66,278.0,0.23741,0.2105,0.2972,1.0,B,baja rotación / alta rentabilidad,289650.47,203551.97,si
10119,MASITA COCO 1X220GRS GAONA,#19 GALLETITAS,GAONA,49,212.0,0.231132,0.204,0.3003,1.0,B,baja rotación / alta rentabilidad,218564.07,152927.88,si
10120,MASITA LIMON 1X220GRS GAONA,#19 GALLETITAS,GAONA,37,106.0,0.349057,0.3261,0.299,1.0,A,alta rotación / baja rentabilidad,106755.81,74831.59,si
10121,MASITA VAINILLA 1X220GRS GAONA,#19 GALLETITAS,GAONA,44,157.0,0.280255,0.2549,0.3006,1.0,B,baja rotación / alta rentabilidad,161883.08,113220.48,si
10122,PALMERITAS 1X200GRS GAONA,#19 GALLETITAS,GAONA,27,214.0,0.126168,0.0954,0.3008,1.0,B,baja rotación / alta rentabilidad,414033.46,289487.72,si
10123,PEPA BATATA 1X300GRS GAONA,#19 GALLETITAS,GAONA,133,847.0,0.157025,0.1273,0.298,1.0,B,baja rotación / alta rentabilidad,978819.48,687169.63,si
10124,PEPA 1X300GRS GAONA,#19 GALLETITAS,GAONA,170,1022.0,0.166341,0.137,0.2981,1.0,B,baja rotación / alta rentabilidad,1173931.88,824006.53,si
10125,PEPA 1X180GRS GAONA,#19 GALLETITAS,GAONA,61,417.0,0.146283,0.1162,0.3027,1.0,B,baja rotación / alta rentabilidad,308418.62,215060.19,si
10126,RECREO SURTIDO 1X300 GRS GAONA,#19 GALLETITAS,GAONA,97,697.0,0.139168,0.1088,0.3019,1.0,B,baja rotación / alta rentabilidad,875645.71,611303.22,si
10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,#19 GALLETITAS,GAONA,38,241.0,0.157676,0.128,0.3013,1.0,B,baja rotación / alta rentabilidad,275661.14,192600.18,si
10129,ALAMESA TOSTADA DULCES 1X200GRS GAONA,#19 GALLETITAS,GAONA,18,69.0,0.26087,0.2348,0.3012,1.0,B,baja rotación / alta rentabilidad,79877.28,55819.36,si
10130,ALAMESA TOSTADA LIGHT 1X200GRS GAONA,#19 GALLETITAS,GAONA,45,291.0,0.154639,0.1249,0.3015,1.0,B,baja rotación / alta rentabilidad,330997.53,231207.22,si
10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,#19 GALLETITAS,GAONA,54,319.0,0.169279,0.14,0.3021,1.0,B,baja rotación / alta rentabilidad,484488.02,338148.38,si
10132,ALAMESA TOSTADAS DE ARROZ DULCES 1X150GRS GAONA,#19 GALLETITAS,GAONA,26,115.0,0.226087,0.1988,0.3025,1.0,B,baja rotación / alta rentabilidad,175074.38,122118.8,si
10133,ALAMESA TOSTADAS DE ARROZ SIN SAL 1X150GRS GAONA,#19 GALLETITAS,GAONA,34,225.0,0.151111,0.1212,0.3021,1.0,B,baja rotación / alta rentabilidad,344590.95,240484.27,si
10134,VALENCIANO CHIPS 1X150 GRS,#19 GALLETITAS,VALENCIANO,209,1692.0,0.123522,0.0926,0.2999,1.0,B,baja rotación / alta rentabilidad,1027607.25,719466.39,si
10135,VALENCIANO PEPAS 1X150GRS,#19 GALLETITAS,VALENCIANO,187,1345.0,0.139033,0.1087,0.2994,1.0,B,baja rotación / alta rentabilidad,811478.72,568484.97,si
10136,VALENCIANO ANILLO LIMON 1X150GRS,#19 GALLETITAS,VALENCIANO,103,521.0,0.197697,0.1694,0.2988,1.0,B,baja rotación / alta rentabilidad,315685.67,221344.8,si
10137,VALENCIANO MASITA VAINILLA 1X150GR,#19 GALLETITAS,VALENCIANO,122,740.0,0.164865,0.1354,0.2995,1.0,B,baja rotación / alta rentabilidad,446216.73,312553.2,si
10138,VALENCIANO SURTIDO 1X150GRS,#19 GALLETITAS,VALENCIANO,168,1131.0,0.148541,0.1185,0.3002,1.0,B,baja rotación / alta rentabilidad,691041.8,483583.5,si
10139,POMELO BLANCO 1.5LTS X 6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,119,206.0,0.57767,0.5628,0.3388,1.0,B,baja rotación / alta rentabilidad,1273233.54,841847.76,si
10140,COLA 1.5 LTS X 6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,203,523.0,0.388145,0.3666,0.3386,1.0,B,baja rotación / alta rentabilidad,3232025.0,2137609.98,si
10141,LIMA LIMON 1.5 LTS X 6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,101,172.0,0.587209,0.5727,0.3399,1.0,B,baja rotación / alta rentabilidad,1071900.9,707595.32,si
10142,NARANJA 1.5 LTS X  6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,109,205.0,0.531707,0.5152,0.34,1.0,B,baja rotación / alta rentabilidad,1279545.55,844447.43,si
10143,CHOCOLATADA CRUNCHIPS 1X150GR GAONA,#14 ALMACEN,GAONA,10,57.0,0.175439,0.1464,0.3032,1.0,B,baja rotación / alta rentabilidad,49859.53,34743.85,si
10145,CHOCOLATADA CRUNCHIPS 1X300 GR GAONA,#14 ALMACEN,GAONA,52,194.0,0.268041,0.2423,-0.9315,0.9998,A,alta rotación / baja rentabilidad,136330.56,263321.17,si
10146,CUBICUB DOS CHOCOLATES 1X100 GR GAONA,#19 GALLETITAS,GAONA,23,94.0,0.244681,0.2181,0.3014,1.0,B,baja rotación / alta rentabilidad,68057.88,47543.8,si
10147,MAYONESA NATURA 12X250GR,#14 ALMACEN,NATURA,2,2.0,1.0,1.0,0.2591,1.0,A,alta rotación / baja rentabilidad,27553.72,20414.54,si
10160,POMELO ROSADO 500 ML PLACER,#06 PLACER 500 ML,MANAOS,169,312.0,0.541667,0.5255,0.3385,1.0,B,baja rotación / alta rentabilidad,1958628.01,1295678.58,si
10164,CERVEZA PILSEN SAMBA LATA 6X473ML,#20 CERVEZA,SAMBA,42,691.0,0.060781,0.0277,0.1549,1.0,B,baja rotación / alta rentabilidad,3769773.0,3186014.43,si
10165,CERVEZA PILSEN CONTI ZERO GRAU 6X473 ML,#20 CERVEZA,CONTI ZERO GRAU,21,617.0,0.034036,0.0,0.1446,1.0,B,baja rotación / alta rentabilidad,3881176.73,3319836.37,si
10166,CERVEZA PURA MALTA SMITH 44 LATA 6X473 ML,#20 CERVEZA,SMITH 44,9,201.0,0.044776,0.0111,0.1473,1.0,B,baja rotación / alta rentabilidad,1666942.09,1421425.77,si
10167,CERVEZA PURA MALTA SMITH 44 BOTELLA 24X330 ML,#20 CERVEZA,SMITH 44,5,48.0,0.104167,0.0726,0.1444,1.0,B,baja rotación / alta rentabilidad,1794575.22,1535482.56,si
10168,ATUN BAHIA DESMENUZADO AL ACEITE 170G,#21 ENLATADOS,BAHIA,92,462.0,0.199134,0.1709,0.2926,1.0,B,baja rotación / alta rentabilidad,590921.72,418045.32,si
10169,LOMITO DE ATUN AL NATURAL BAHIA 170G,#21 ENLATADOS,BAHIA,37,132.0,0.280303,0.2549,0.2917,1.0,A,alta rotación / baja rentabilidad,330380.21,234021.48,si
10170,LOMITO DE ATUN EN ACEITE Y AGUA BAHIA 170G,#21 ENLATADOS,BAHIA,40,147.0,0.272109,0.2465,0.2931,1.0,A,alta rotación / baja rentabilidad,368694.29,260614.83,si
10171,DURAZNOS EN MITADES BAHIA 820G,#21 ENLATADOS,BAHIA,50,211.0,0.236967,0.2101,0.2937,1.0,B,baja rotación / alta rentabilidad,556958.67,393352.53,si
10172,CHAMPIGNONES ENTEROS BAHIA 1X184 GR,#21 ENLATADOS,BAHIA,6,17.0,0.352941,0.3301,0.2932,1.0,A,alta rotación / baja rentabilidad,27115.69,19165.97,no
10173,CHAMPIGNONES ENTEROS BAHIA 1X400 GR,#21 ENLATADOS,BAHIA,2,11.0,0.181818,0.153,0.2941,1.0,B,baja rotación / alta rentabilidad,30545.46,21563.3,no
10174,CHAMPIGNONES EN TROZOS BAHIA 1X400 GR,#21 ENLATADOS,BAHIA,2,14.0,0.142857,0.1127,0.2956,1.0,B,baja rotación / alta rentabilidad,34479.34,24287.76,no
10175,PALMITOS EN TROZOS BAHIA 1X400 GR,#21 ENLATADOS,BAHIA,10,23.0,0.434783,0.4149,0.2954,1.0,A,alta rotación / baja rentabilidad,37826.45,26651.25,no
10176,FRUTILLAS ENTERAS BAHIA 1X520 GR,#21 ENLATADOS,BAHIA,7,17.0,0.411765,0.391,0.2945,1.0,A,alta rotación / baja rentabilidad,63925.61,45100.15,no
10177,PULPA DE FRUTILLAS 1X420 GR,#21 ENLATADOS,BAHIA,5,15.0,0.333333,0.3098,0.2945,1.0,A,alta rotación / baja rentabilidad,40785.13,28773.15,no
10178,JARDINERA BAHIA 1X300 GR,#21 ENLATADOS,BAHIA,12,51.0,0.235294,0.2083,0.2942,1.0,B,baja rotación / alta rentabilidad,54793.38,38673.3,no
10179,CHOCLO AMARILLO CREMOSO BAHIA 1X300 GR,#21 ENLATADOS,BAHIA,27,133.0,0.203008,0.1749,0.2934,1.0,B,baja rotación / alta rentabilidad,111016.56,78440.74,no
10180,GARBANZOS REMOJADOS BAHIA 1X300 GR,#21 ENLATADOS,BAHIA,12,50.0,0.24,0.2132,0.2963,1.0,B,baja rotación / alta rentabilidad,49173.55,34604.5,no
10181,POROTOS ALUBIA BAHIA 1X300 GR,#21 ENLATADOS,BAHIA,18,77.0,0.233766,0.2068,0.2956,1.0,B,baja rotación / alta rentabilidad,91576.92,64505.98,no
10182,POROTOS NEGROS BAHIA 1X300 GR,#21 ENLATADOS,BAHIA,17,82.0,0.207317,0.1794,0.2933,1.0,B,baja rotación / alta rentabilidad,97527.32,68923.46,no
10183,CHAMPIGNONES EN TROZOS BAHIA 1X184 GR,#21 ENLATADOS,BAHIA,11,35.0,0.314286,0.2901,0.2958,1.0,A,alta rotación / baja rentabilidad,49173.58,34627.6,no
10184,PALMITOS ENTEROS BAHIA 1X400G,#21 ENLATADOS,BAHIA,3,7.0,0.428571,0.4084,0.2938,1.0,A,alta rotación / baja rentabilidad,26495.86,18712.12,no
10185,CHOCLO AMARILLO EN GRANO BAHIA 1X280G,#21 ENLATADOS,BAHIA,25,137.0,0.182482,0.1537,0.2952,1.0,B,baja rotación / alta rentabilidad,167264.4,117889.87,no
10186,PULPA DE ANANA BAHIA 1X420G,#21 ENLATADOS,BAHIA,3,10.0,0.3,0.2753,0.2946,1.0,A,alta rotación / baja rentabilidad,27933.88,19704.8,no
13,PALITOS DE MAIZ (AMARILLOS) X1KG OVNI,#16 SNACK,OVNI,30,67.0,0.447761,0.4283,0.2884,1.0,A,alta rotación / baja rentabilidad,236189.22,168074.2,si
17,PALITOS DE MAIZ (AMARILLOS) X500GR OVNI,#16 SNACK,OVNI,23,79.0,0.291139,0.2662,0.2907,1.0,A,alta rotación / baja rentabilidad,150866.94,107014.24,si
210,QUESITOS GALACTICOS 1X65GR,#16 SNACK,OVNI,43,216.0,0.199074,0.1709,0.2885,1.0,B,baja rotación / alta rentabilidad,172555.88,122772.24,si
213,PAPAS FRITAS GALACTICAS OVNI 1X90 GR,#16 SNACK,JULICROC,44,202.0,0.217822,0.1903,0.2889,1.0,B,baja rotación / alta rentabilidad,333832.26,237380.09,si
226,Productos varios,,,1,1.0,1.0,1.0,-5527.0,0.0,A,alta rotación / baja rentabilidad,0.83,4588.24,si
229,ATUN BAHIA AL NAT. DESM. 170 GR,#21 ENLATADOS,BAHIA,85,388.0,0.219072,0.1916,0.2933,1.0,B,baja rotación / alta rentabilidad,496768.76,351085.68,si
235,SARDINA BAHIA ACEITE Y AGUA 125 GR,#21 ENLATADOS,BAHIA,134,1034.0,0.129594,0.0989,0.2948,1.0,B,baja rotación / alta rentabilidad,1500424.76,1058162.72,si
281,COLA 600ml X 12 MANAOS,#10 MANAOS 600 ML,MANAOS,355,757.0,0.468956,0.4502,0.339,1.0,B,baja rotación / alta rentabilidad,5701559.15,3768559.72,si
283,NARANJA 600ml X 12 MANAOS,#10 MANAOS 600 ML,MANAOS,142,240.0,0.591667,0.5773,0.3388,1.0,B,baja rotación / alta rentabilidad,1802438.11,1191784.05,si
284,POMELO BLANCO 600ml X 12  MANAOS,#10 MANAOS 600 ML,MANAOS,120,204.0,0.588235,0.5737,0.3379,1.0,B,baja rotación / alta rentabilidad,1522049.67,1007706.96,si
289,COLA 2.25 lts. X 6 MANAOS,#02 MANAOS 2.25 LTS,MANAOS,111,179.0,0.620112,0.6067,0.3382,1.0,B,baja rotación / alta rentabilidad,1593785.08,1054821.1,si
292,POMELO BLANCO 2.25 LTS. X 6 MANAOS,#02 MANAOS 2.25 LTS,MANAOS,63,90.0,0.7,0.6894,0.3063,1.0,B,baja rotación / alta rentabilidad,755279.03,523937.57,si
293,MANZANA 2.25 LTS. X 6  MANAOS,#02 MANAOS 2.25 LTS,MANAOS,91,111.0,0.81982,0.8135,0.2129,1.0,A,alta rotación / baja rentabilidad,805942.16,634369.0,si
294,COLA S/AZUCAR 2.25 lts. X 6  MANAOS,#02 MANAOS 2.25 LTS,MANAOS,37,53.0,0.698113,0.6875,0.3343,1.0,B,baja rotación / alta rentabilidad,463073.5,308248.9,si
295,COLA 3 lts. X 6  MANAOS,#01 MANAOS 3 LTS,MANAOS,2326,12428.0,0.187158,0.1585,0.2805,1.0,B,baja rotación / alta rentabilidad,103047455.85,74146317.96,si
296,LIMA LIMON 3 LTS. X 6 MANAOS,#01 MANAOS 3 LTS,MANAOS,1064,3450.0,0.308406,0.284,0.2744,1.0,A,alta rotación / baja rentabilidad,28365752.55,20582941.5,si
297,NARANJA 3 lts. X 6 MANAOS,#01 MANAOS 3 LTS,MANAOS,1313,4684.0,0.280316,0.255,0.2705,1.0,A,alta rotación / baja rentabilidad,38307554.23,27945071.88,si
