pedido_ref,mes,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,line_total,cantidad_lineas_origen,is_mock
ERP-MAYO-280136,mayo,280136,313,ANANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280138,mayo,280138,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280138,mayo,280138,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280138,mayo,280138,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280146,mayo,280146,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280148,mayo,280148,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280148,mayo,280148,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280148,mayo,280148,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280148,mayo,280148,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280154,mayo,280154,10047,POMELO ROSADO 1.5 LTS X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280154,mayo,280154,10083,SINFONIA NARANJA/CHOCOLATE 1X100GRS GAONA,6.0,685.95,4115.70,1,false
ERP-MAYO-280154,mayo,280154,10084,SINFONIA COCO Y DDL 1X100GRS GAONA,6.0,685.95,4115.70,1,false
ERP-MAYO-280154,mayo,280154,10085,SINFONIA CHOCOLATE 1X50GRS GAONA,6.0,413.22,2479.32,1,false
ERP-MAYO-280154,mayo,280154,10086,SINFONIA (CLASICA) VAINILLA 1X50GRS GAONA,6.0,413.22,2479.32,1,false
ERP-MAYO-280154,mayo,280154,10087,SINFONIA DUO FRUTILLA C/CREMA 1X50GRS GAONA,6.0,413.22,2479.32,1,false
ERP-MAYO-280154,mayo,280154,10088,SINFONIA DUO DOS CHOCOLATES 1X50GRS GAONA,6.0,413.22,2479.32,1,false
ERP-MAYO-280154,mayo,280154,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280154,mayo,280154,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280154,mayo,280154,300,MANZANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280154,mayo,280154,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-280154,mayo,280154,309,NARANJA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280154,mayo,280154,310,POMELO 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280154,mayo,280154,311,MANZANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280154,mayo,280154,313,ANANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280154,mayo,280154,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280154,mayo,280154,315,SODA SIFON 2 lts. X6 MANAOS,4.0,8669.42,34677.68,1,false
ERP-MAYO-280171,mayo,280171,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,3.0,1008.26,3024.78,1,false
ERP-MAYO-280171,mayo,280171,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,3.0,1008.26,3024.78,1,false
ERP-MAYO-280171,mayo,280171,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,4.0,685.95,2743.80,1,false
ERP-MAYO-280171,mayo,280171,10080,SINFONIA (CLASICA) VAINILLA 1X100GRS GAONA,4.0,685.95,2743.80,1,false
ERP-MAYO-280171,mayo,280171,10085,SINFONIA CHOCOLATE 1X50GRS GAONA,4.0,413.22,1652.88,1,false
ERP-MAYO-280171,mayo,280171,10115,ANILLO COCO 1X220GRS GAONA,6.0,1099.17,6595.02,1,false
ERP-MAYO-280171,mayo,280171,10116,ANILLO LIMON 1X220GRS GAONA,6.0,1099.17,6595.02,1,false
ERP-MAYO-280171,mayo,280171,10136,VALENCIANO ANILLO LIMON 1X150GRS,6.0,644.63,3867.78,1,false
ERP-MAYO-280171,mayo,280171,10138,VALENCIANO SURTIDO 1X150GRS,3.0,644.63,1933.89,1,false
ERP-MAYO-280171,mayo,280171,10145,CHOCOLATADA CRUNCHIPS 1X300 GR GAONA,5.0,1958.68,9793.40,1,false
ERP-MAYO-280171,mayo,280171,4,COPOS DE MAIZ AZUCARADOS GAONA 1X200 GR,6.0,1041.32,6247.92,1,false
ERP-MAYO-280171,mayo,280171,433,MAIZ INFLADO / TUTUCA 5X200G OVNI,2.0,5611.57,11223.14,1,false
ERP-MAYO-280171,mayo,280171,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,1.0,1900.83,1900.83,1,false
ERP-MAYO-280171,mayo,280171,440,PAPAS FRITAS 5X90G OVNI,1.0,6669.42,6669.42,1,false
ERP-MAYO-280175,mayo,280175,432,PALITOS DE MAIZ (AMARILLO) 5X120G OVNI,3.0,3404.96,10214.88,1,false
ERP-MAYO-280175,mayo,280175,436,PALITOS SALADO 5X150G OVNI,1.0,4727.27,4727.27,1,false
ERP-MAYO-280175,mayo,280175,440,PAPAS FRITAS 5X90G OVNI,1.0,6669.42,6669.42,1,false
ERP-MAYO-280176,mayo,280176,10009,MAYONESA NATURA 20X125GR,1.0,11404.96,11404.96,1,false
ERP-MAYO-280176,mayo,280176,10022,YERBA MATE NATURA SUAVE 500 G,19.0,1264.46,24024.74,1,false
ERP-MAYO-280176,mayo,280176,281,COLA 600ml X 12 MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-280176,mayo,280176,283,NARANJA 600ml X 12 MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-280176,mayo,280176,458,CONDIMENTO PARA PIZZA BASILIA 1 X 25GR,5.0,314.05,1570.25,1,false
ERP-MAYO-280176,mayo,280176,459,OREGANO BASILIA 1 X 25 GR,5.0,305.79,1528.95,1,false
ERP-MAYO-280181,mayo,280181,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280181,mayo,280181,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280181,mayo,280181,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-280181,mayo,280181,318,AGUA 2 lts. X6 VILLA MANAOS,5.0,4165.29,20826.45,1,false
ERP-MAYO-280183,mayo,280183,10042,MANAOS LATA NARANJA  X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MAYO-280183,mayo,280183,289,COLA 2.25 lts. X 6 MANAOS,1.0,9371.90,9371.90,1,false
ERP-MAYO-280183,mayo,280183,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280183,mayo,280183,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280183,mayo,280183,301,POMELO BLANCO 3 lts. X 6 MANAOS,4.0,8925.62,35702.48,1,false
ERP-MAYO-280183,mayo,280183,472,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,1.0,9446.28,9446.28,1,false
ERP-MAYO-280189,mayo,280189,10009,MAYONESA NATURA 20X125GR,1.0,12809.92,12809.92,1,false
ERP-MAYO-280189,mayo,280189,10047,POMELO ROSADO 1.5 LTS X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280189,mayo,280189,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,5.0,735.54,3677.70,1,false
ERP-MAYO-280189,mayo,280189,10110,BIZCOCHO SALADO 1X180GRS GAONA,3.0,735.54,2206.62,1,false
ERP-MAYO-280189,mayo,280189,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,2,false
ERP-MAYO-280189,mayo,280189,296,LIMA LIMON 3 LTS. X 6 MANAOS,2.0,8925.62,17851.24,2,false
ERP-MAYO-280189,mayo,280189,297,NARANJA 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,2,false
ERP-MAYO-280189,mayo,280189,299,CITRUS 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280189,mayo,280189,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280189,mayo,280189,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,2,false
ERP-MAYO-280189,mayo,280189,310,POMELO 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280189,mayo,280189,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280189,mayo,280189,318,AGUA 2 lts. X6 VILLA MANAOS,1.0,4165.29,4165.29,1,false
ERP-MAYO-280190,mayo,280190,10040,MANAOS LATA COLA X6 UNIDADES,1.0,4677.69,4677.69,1,false
ERP-MAYO-280190,mayo,280190,295,COLA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-280190,mayo,280190,296,LIMA LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280190,mayo,280190,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280190,mayo,280190,301,POMELO BLANCO 3 lts. X 6 MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-280191,mayo,280191,10026,YERBA MATE NATURA SAB. NARANJA 500 G,2.0,1280.99,2561.98,1,false
ERP-MAYO-280191,mayo,280191,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,1.0,1008.26,1008.26,1,false
ERP-MAYO-280191,mayo,280191,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,1.0,1008.26,1008.26,1,false
ERP-MAYO-280191,mayo,280191,10059,SABORES DE LA VIDA AVENA/MANZANA 1X160GRS GAONA,1.0,1008.26,1008.26,1,false
ERP-MAYO-280191,mayo,280191,10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,1.0,1008.26,1008.26,1,false
ERP-MAYO-280191,mayo,280191,10061,SABORES DE LA VIDA AVENA/MIEL 1X160GRS GAONA,1.0,1008.26,1008.26,1,false
ERP-MAYO-280191,mayo,280191,10062,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,1.0,1008.26,1008.26,1,false
ERP-MAYO-280191,mayo,280191,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280198,mayo,280198,10047,POMELO ROSADO 1.5 LTS X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280198,mayo,280198,10061,SABORES DE LA VIDA AVENA/MIEL 1X160GRS GAONA,3.0,1008.26,3024.78,1,false
ERP-MAYO-280198,mayo,280198,10095,MAGDALENA BICOLOR 1X200GRS GAONA,1.0,1528.93,1528.93,1,false
ERP-MAYO-280198,mayo,280198,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,3.0,1528.93,4586.79,1,false
ERP-MAYO-280198,mayo,280198,10160,POMELO ROSADO 500 ML PLACER,1.0,6504.13,6504.13,1,false
ERP-MAYO-280198,mayo,280198,307,ANANA 500ml X12 PLACER,1.0,6504.13,6504.13,1,false
ERP-MAYO-280198,mayo,280198,311,MANZANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280198,mayo,280198,312,PERA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280198,mayo,280198,379,DURAZNO 200 CC X18 PINDAPOY,1.0,7719.01,7719.01,1,false
ERP-MAYO-280199,mayo,280199,10047,POMELO ROSADO 1.5 LTS X6 PLACER,2.0,6181.82,12363.64,1,false
ERP-MAYO-280199,mayo,280199,281,COLA 600ml X 12 MANAOS,2.0,7735.54,15471.08,1,false
ERP-MAYO-280199,mayo,280199,311,MANZANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280199,mayo,280199,312,PERA 1.5 lts. X6 PLACER,2.0,6181.82,12363.64,1,false
ERP-MAYO-280199,mayo,280199,313,ANANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280199,mayo,280199,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,10009,MAYONESA NATURA 20X125GR,4.0,12107.44,48429.76,1,false
ERP-MAYO-280203,mayo,280203,10047,POMELO ROSADO 1.5 LTS X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,4.0,933.88,3735.52,1,false
ERP-MAYO-280203,mayo,280203,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,4.0,933.88,3735.52,1,false
ERP-MAYO-280203,mayo,280203,10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,4.0,933.88,3735.52,1,false
ERP-MAYO-280203,mayo,280203,10069,CUBICUB DUO FRUTILLA C/CREMA 1X100GRS GAONA,9.0,785.12,7066.08,1,false
ERP-MAYO-280203,mayo,280203,10071,CUBICUB LEMON PIE 1X100GRS GAONA,5.0,785.12,3925.60,1,false
ERP-MAYO-280203,mayo,280203,10072,CUBICUB ORIGINAL (AVELLANA) 1X100GRS GAONA,10.0,747.93,7479.30,1,false
ERP-MAYO-280203,mayo,280203,10073,CUBICUB VAINILLA 1X100GRS GAONA,5.0,785.12,3925.60,1,false
ERP-MAYO-280203,mayo,280203,10074,CUBICUB VOLCAN DE CHOCOLATE 1X100GRS GAONA,9.0,785.12,7066.08,1,false
ERP-MAYO-280203,mayo,280203,10107,MINI BUDINES VAINILLA 1X180GRS GAONA,5.0,1528.93,7644.65,1,false
ERP-MAYO-280203,mayo,280203,10108,MINI BUDIN VAINILLA C/DDL 1X180GRS GAONA,10.0,1528.93,15289.30,1,false
ERP-MAYO-280203,mayo,280203,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,10.0,702.48,7024.80,1,false
ERP-MAYO-280203,mayo,280203,10110,BIZCOCHO SALADO 1X180GRS GAONA,5.0,669.42,3347.10,1,false
ERP-MAYO-280203,mayo,280203,10119,MASITA COCO 1X220GRS GAONA,5.0,1099.17,5495.85,1,false
ERP-MAYO-280203,mayo,280203,10120,MASITA LIMON 1X220GRS GAONA,4.0,1099.18,4396.72,1,false
ERP-MAYO-280203,mayo,280203,10121,MASITA VAINILLA 1X220GRS GAONA,4.0,1099.18,4396.72,1,false
ERP-MAYO-280203,mayo,280203,10146,CUBICUB DOS CHOCOLATES 1X100 GR GAONA,5.0,785.12,3925.60,1,false
ERP-MAYO-280203,mayo,280203,309,NARANJA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,310,POMELO 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,311,MANZANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,312,PERA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,313,ANANA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,314,MULTIFRUTA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280203,mayo,280203,430,PALITOS DE MAIZ (NARANJA) 5X120G OVNI,1.0,3404.96,3404.96,1,false
ERP-MAYO-280203,mayo,280203,432,PALITOS DE MAIZ (AMARILLO) 5X120G OVNI,1.0,3404.96,3404.96,1,false
ERP-MAYO-280203,mayo,280203,433,MAIZ INFLADO / TUTUCA 5X200G OVNI,2.0,5611.57,11223.14,1,false
ERP-MAYO-280203,mayo,280203,436,PALITOS SALADO 5X150G OVNI,3.0,4727.27,14181.81,1,false
ERP-MAYO-280203,mayo,280203,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,1.0,1900.83,1900.83,1,false
ERP-MAYO-280203,mayo,280203,440,PAPAS FRITAS 5X90G OVNI,6.0,6669.42,40016.52,1,false
ERP-MAYO-280205,mayo,280205,10048,CRUNCHIPS MINI 1X70GRS GAONA,10.0,578.51,5785.10,1,false
ERP-MAYO-280205,mayo,280205,10055,CRUNCHIPS POCKET 1X72GRS GAONA,5.0,462.81,2314.05,1,false
ERP-MAYO-280205,mayo,280205,10056,CRUNCHIPS COLORES POCKET 1X72GRS GAONA,5.0,462.81,2314.05,1,false
ERP-MAYO-280205,mayo,280205,6,BARRAS DE CEREAL ORIGINAL GAONA 15X23 GR,2.0,9785.12,19570.24,1,false
ERP-MAYO-280206,mayo,280206,10112,CHIPS CHOCOLATE 1X230GRS GAONA,5.0,1198.35,5991.75,1,false
ERP-MAYO-280206,mayo,280206,10114,CHIPS COLORES 1X200GRS GAONA,5.0,1198.35,5991.75,1,false
ERP-MAYO-280206,mayo,280206,10140,COLA 1.5 LTS X 6 MANAOS,3.0,6404.96,19214.88,1,false
ERP-MAYO-280206,mayo,280206,10142,NARANJA 1.5 LTS X  6 MANAOS,2.0,6404.96,12809.92,1,false
ERP-MAYO-280206,mayo,280206,10168,ATUN BAHIA DESMENUZADO AL ACEITE 170G,5.0,1280.99,6404.95,1,false
ERP-MAYO-280206,mayo,280206,235,SARDINA BAHIA ACEITE Y AGUA 125 GR,5.0,1322.31,6611.55,1,false
ERP-MAYO-280206,mayo,280206,309,NARANJA 1.5 lts. X6 PLACER,1.0,6181.82,6181.82,1,false
ERP-MAYO-280206,mayo,280206,432,PALITOS DE MAIZ (AMARILLO) 5X120G OVNI,2.0,3404.96,6809.92,1,false
ERP-MAYO-280206,mayo,280206,433,MAIZ INFLADO / TUTUCA 5X200G OVNI,2.0,5611.57,11223.14,1,false
ERP-MAYO-280206,mayo,280206,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,1.0,1900.83,1900.83,1,false
ERP-MAYO-280206,mayo,280206,469,PIZZETAS GALÁCTICAS X 100GR OVNI,3.0,1132.23,3396.69,1,false
ERP-MAYO-280206,mayo,280206,470,SERRANITOS GALÁCTICOS 1X150GR OVNI,3.0,1347.11,4041.33,1,false
ERP-MAYO-280210,mayo,280210,10085,SINFONIA CHOCOLATE 1X50GRS GAONA,5.0,413.22,2066.10,1,false
ERP-MAYO-280210,mayo,280210,10086,SINFONIA (CLASICA) VAINILLA 1X50GRS GAONA,5.0,413.22,2066.10,1,false
ERP-MAYO-280210,mayo,280210,10089,SINFONIA FRUTILLA 1X50GRS GAONA,5.0,413.22,2066.10,1,false
ERP-MAYO-280210,mayo,280210,10124,PEPA 1X300GRS GAONA,6.0,1198.35,7190.10,1,false
ERP-MAYO-280210,mayo,280210,10135,VALENCIANO PEPAS 1X150GRS,4.0,644.63,2578.52,1,false
ERP-MAYO-280210,mayo,280210,10137,VALENCIANO MASITA VAINILLA 1X150GR,4.0,644.63,2578.52,1,false
ERP-MAYO-280210,mayo,280210,10138,VALENCIANO SURTIDO 1X150GRS,4.0,644.63,2578.52,1,false
ERP-MAYO-280210,mayo,280210,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280210,mayo,280210,430,PALITOS DE MAIZ (NARANJA) 5X120G OVNI,1.0,3404.96,3404.96,1,false
ERP-MAYO-280215,mayo,280215,1,VINO LOS DURMIENTES MALBEC 6X750,1.0,16752.07,16752.07,1,false
ERP-MAYO-280215,mayo,280215,10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,2.0,1528.92,3057.84,1,false
ERP-MAYO-280215,mayo,280215,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,2.0,1528.92,3057.84,1,false
ERP-MAYO-280215,mayo,280215,10106,MAGDALENA VAINILLA RELL. CHOCOLATE 1X200GRS GAONA,2.0,1528.92,3057.84,1,false
ERP-MAYO-280215,mayo,280215,10140,COLA 1.5 LTS X 6 MANAOS,1.0,6404.96,6404.96,1,false
ERP-MAYO-280215,mayo,280215,295,COLA 3 lts. X 6  MANAOS,4.0,8925.62,35702.48,1,false
ERP-MAYO-280215,mayo,280215,300,MANZANA 3 lts. X 6  MANAOS,3.0,8925.62,26776.86,1,false
ERP-MAYO-280215,mayo,280215,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280215,mayo,280215,315,SODA SIFON 2 lts. X6 MANAOS,1.0,8669.42,8669.42,1,false
ERP-MAYO-280215,mayo,280215,316,AGUA 600ml X12 VILLA MANAOS,1.0,4917.36,4917.36,1,false
ERP-MAYO-280223,mayo,280223,281,COLA 600ml X 12 MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-280223,mayo,280223,283,NARANJA 600ml X 12 MANAOS,1.0,7735.54,7735.54,1,false
ERP-MAYO-280223,mayo,280223,3,LECHE CHOCOLATADA CRUNCHIP GAONA 18X200ML,1.0,13867.77,13867.77,1,false
ERP-MAYO-280223,mayo,280223,303,NARANJA 500ml X12 PLACER,1.0,6504.13,6504.13,1,false
ERP-MAYO-280229,mayo,280229,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,2.0,1008.26,2016.52,1,false
ERP-MAYO-280229,mayo,280229,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,2.0,1008.26,2016.52,1,false
ERP-MAYO-280229,mayo,280229,10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,2.0,1008.26,2016.52,1,false
ERP-MAYO-280229,mayo,280229,10062,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,2.0,1008.26,2016.52,1,false
ERP-MAYO-280229,mayo,280229,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,6.0,735.54,4413.24,1,false
ERP-MAYO-280229,mayo,280229,10132,ALAMESA TOSTADAS DE ARROZ DULCES 1X150GRS GAONA,4.0,1570.25,6281.00,1,false
ERP-MAYO-280229,mayo,280229,10133,ALAMESA TOSTADAS DE ARROZ SIN SAL 1X150GRS GAONA,1.0,1570.25,1570.25,1,false
ERP-MAYO-280229,mayo,280229,10135,VALENCIANO PEPAS 1X150GRS,6.0,644.63,3867.78,1,false
ERP-MAYO-280229,mayo,280229,10136,VALENCIANO ANILLO LIMON 1X150GRS,6.0,644.63,3867.78,1,false
ERP-MAYO-280229,mayo,280229,10137,VALENCIANO MASITA VAINILLA 1X150GR,6.0,644.63,3867.78,1,false
ERP-MAYO-280229,mayo,280229,295,COLA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280229,mayo,280229,4,COPOS DE MAIZ AZUCARADOS GAONA 1X200 GR,8.0,1041.32,8330.56,1,false
ERP-MAYO-280230,mayo,280230,10051,CRUNCHIPS COLORES 1X132GRS GAONA,5.0,1008.26,5041.30,1,false
ERP-MAYO-280230,mayo,280230,10053,CRUNCHIPS 1X132GRS GAONA,5.0,1008.26,5041.30,1,false
ERP-MAYO-280230,mayo,280230,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,4.0,1008.26,4033.04,1,false
ERP-MAYO-280230,mayo,280230,10059,SABORES DE LA VIDA AVENA/MANZANA 1X160GRS GAONA,4.0,1008.26,4033.04,1,false
ERP-MAYO-280230,mayo,280230,10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,4.0,1008.26,4033.04,1,false
ERP-MAYO-280230,mayo,280230,10062,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,4.0,1008.26,4033.04,1,false
ERP-MAYO-280230,mayo,280230,10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,3.0,1528.93,4586.79,1,false
ERP-MAYO-280230,mayo,280230,10097,MAGDALENA (CLASICA) VAINILLA 1X200GRS GAONA,3.0,1528.93,4586.79,1,false
ERP-MAYO-280230,mayo,280230,10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,4.0,1528.92,6115.68,1,false
ERP-MAYO-280230,mayo,280230,10137,VALENCIANO MASITA VAINILLA 1X150GR,10.0,644.63,6446.30,1,false
ERP-MAYO-280230,mayo,280230,10145,CHOCOLATADA CRUNCHIPS 1X300 GR GAONA,3.0,1958.68,5876.04,1,false
ERP-MAYO-280230,mayo,280230,356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,2.0,3644.63,7289.26,1,false
ERP-MAYO-280243,mayo,280243,10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,5.0,1528.93,7644.65,1,false
ERP-MAYO-280243,mayo,280243,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,5.0,1528.93,7644.65,1,false
ERP-MAYO-280243,mayo,280243,10126,RECREO SURTIDO 1X300 GRS GAONA,5.0,1206.61,6033.05,1,false
ERP-MAYO-280243,mayo,280243,295,COLA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280243,mayo,280243,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280243,mayo,280243,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280243,mayo,280243,440,PAPAS FRITAS 5X90G OVNI,1.0,6669.42,6669.42,1,false
ERP-MAYO-280244,mayo,280244,295,COLA 3 lts. X 6  MANAOS,5.0,8925.62,44628.10,1,false
ERP-MAYO-280244,mayo,280244,296,LIMA LIMON 3 LTS. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280244,mayo,280244,299,CITRUS 3 lts. X 6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280244,mayo,280244,300,MANZANA 3 lts. X 6  MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280244,mayo,280244,301,POMELO BLANCO 3 lts. X 6 MANAOS,4.0,8925.62,35702.48,1,false
ERP-MAYO-280244,mayo,280244,302,GUARANA 3 lts. X 6  MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280244,mayo,280244,315,SODA SIFON 2 lts. X6 MANAOS,5.0,8669.42,43347.10,1,false
ERP-MAYO-280244,mayo,280244,338,POMELO ROSADO 2.25 LTS. X 6 MANAOS,2.0,9371.90,18743.80,1,false
ERP-MAYO-280244,mayo,280244,395,GRANADINA 3 LTS X6 MANAOS,2.0,8925.62,17851.24,1,false
ERP-MAYO-280245,mayo,280245,297,NARANJA 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280245,mayo,280245,301,POMELO BLANCO 3 lts. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280245,mayo,280245,315,SODA SIFON 2 lts. X6 MANAOS,2.0,8669.42,17338.84,1,false
ERP-MAYO-280245,mayo,280245,375,LIMON 3 LTS. X 6 MANAOS,1.0,8925.62,8925.62,1,false
ERP-MAYO-280248,mayo,280248,318,AGUA 2 lts. X6 VILLA MANAOS,4.0,4165.29,16661.16,1,false
ERP-MAYO-280248,mayo,280248,319,AGUA BIDON 6lts. VILLA MANAOS,3.0,1842.98,5528.94,1,false
ERP-MAYO-280251,mayo,280251,10112,CHIPS CHOCOLATE 1X230GRS GAONA,5.0,1198.35,5991.75,1,false
