codigo,codigo_secundario,descripcion_larga,division,rubro,um_ventas,cant_minima_venta,um_compras,um_precio_sugerido,bu_un,bu_di,di_un,un_bu,hi_bu,pa_hi,pa_bu
0309,0309,071 - ARVEJA VER.MED.12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0310,0310,661 - ARV VER MED 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0311,0311,094 - ARVEJA VER.MED.24X1/2,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0312,0312,095 - ARVEJAS FINAS 12X400,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0313,0313,120 - ARVEJAS REMOJ.12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0314,0314,(116) ARVEJAS SEC. REMOJ. LC *,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,24,24,1,0.041666667,8,,104
0315,0315,662 - ARVEJAS REM 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0316,0316,140 - ARVEJAS REM. 12X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0317,0317,122 - ARVEJAS REM.24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0321,0321,(105)CHOCLO GRANO AMARILLO LC,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,8,,104
0322,0322,145 - CHOCLO AM.GRANO 12X410,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0323,0323,124 - CHOC GR.AMA 24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0324,0324,141 - CHOCLO GRANO 12X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0325,0325,(100)CHOCLO CREMOSO * 350 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0326,0326,663 - CHOCLO CRE 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0327,0327,(098 ) CHOCLO CREMOSO * 350 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,8,,104
0328,0328,144 - CHOCLO CREMOSO 12X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0329,0329,125 - CHOC CRE AMA 24X435,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0330,0330,142 - CHOCLO CREMOSO 12X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0331,0331,"070 - CHOCLO CREMOSO 6X2,900",ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0332,0332,103 - SUPER GRANO 126 (12X2),ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0333,0333,104 - SUPER GRANO 122 (12X2),ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0334,0334,139 - JARDINERA VERD.12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0335,0335,(138) JARDINERA VERDE * 350 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,8,,104
0336,0336,126 - JARD VERD 24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0337,0337,665 - JARD VERD 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0338,0338,(154)JARDINER C/CHOCLO * 350 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0339,0339,666 - JARD C/CHO 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0340,0340,149 - POROTO ALU.PEQ.12X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0341,0341,(111)POROTO ALUBIA * 350 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,15,,195
0342,0342,667 - POROT ALUB 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0343,0343,(106)POROTO ALUBIA SEC.REM. *,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,8,,88
0344,0344,127 - POROTOS ALU.24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0345,0345,113 - POROTO MANTECA 12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0346,0346,668 - POROT MANT 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0347,0347,(112)POROTO MANTECA LC * 350 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,8,,104
0348,0348,146 - POROTOS MANTECA 12X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0349,0349,129 - POROTOS MAN 24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0350,0350,115 - POROTOS PALL.12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0351,0351,669 - POROT PALL 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0352,0352,POROTOS PALLARES LC * 350 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,13,,104
0353,0353,147 - POROTOS PALL. 12X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0354,0354,130 - POROTOS PALL 24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0355,0355,135 - GARBANZOS LC 12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0356,0356,670 - GARBANZOS 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0357,0357,(134) GARBANZOS LC * 350 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,8,,104
0358,0358,128 - GARBANZOS LC 24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0359,0359,133 - LENTEJAS REMOJ.12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0360,0360,671 - LENTEJAS 12X350 2X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0361,0361,(121) LENTEJAS REMOJADAS LC *,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,8,,104
0362,0362,148 - LENTEJAS REM. 12X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0375,0375,006-JUGO DE TOMATE T/B 12X375G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,29,,232
0388,0388,CHICLE GLOBO DARK KNIGHT FRUTA,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,144,12,12,0.006944444,1,,1
0389,0389,CHIC.GBO.DARK KNI.FTA 18X120 U,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,2160,18,120,0.000462963,1,,1
0390,0390,CHIC.GBO.DARK KIN.MTA 18X120 U,GOLOSINAS,DIV.GOLOSINAS,DI,0,BU,UN,2160,18,120,0.000462963,1,,1
0397,0397,COFLER LE/BCO * 55 GRS,CHOCOLATES,DIV. CHOCOLATES,UN,0,BU,UN,120,12,10,0.00833333,13,6,78
0424,0424,HUEVO FIGURA 1/2 ALF * 50 G,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,18,18,1,0.055555556,1,1,1
0451,0451,TURRON MANI/ALM.C/CH,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,30,30,1,0.033333333,1,,1
0452,0452,TURRON ALICANTE ARCO,GOLOSINAS,DIV.GOLOSINAS,UN,0,BU,UN,30,30,1,0.033333333,1,,1
0526,0526,MER.DURAZ.CORIMAYO 12X454 LICI,ALIMENTOS,DIV. ALIMENTOS,UN,0,BU,UN,12,12,1,0.083333333,17,,170
0527,0527,MERM.CIRUELA CORIMAY,ALIMENTOS,DIV. ALIMENTOS,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0528,0528,MERM.DAMASCO CORIMAY,ALIMENTOS,DIV. ALIMENTOS,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0529,0529,MERM.DURAZNO CORIMAY,ALIMENTOS,DIV. ALIMENTOS,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0541,0541,131 - LENTEJAS REM 24X425,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0542,0542,136 - ESPARRAGOS BCOS 12X344,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0543,0543,137 - ESPARRAGOS BCOS 12X550,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0544,0544,118 - PIMIENTOS LC 24X160,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0545,0545,672 - PIMIENTO LC 24X160 4X6,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0546,0546,(119)PALMITOS AL NATURAL * 800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0547,0547,110 - PIMIENTOS L/V 24X180,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0548,0548,109 - PALMITOS L/VEND 12X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0560,0560,SUGUS CONFITADO 30 X 50 Gr.,GOLOSINAS,DIV.GOLOSINAS LIA ESTIRENOS,DI,28,BU,UN,30,30,1,0.033333333,29,14,406
0606,0606,SUGUS PLEGADO FRUTALES 36X150G,GOLOSINAS,DIV.GOLOSINAS LIA ESTIRENOS,DI,1,BU,UN,1656,36,46,0.000603865,14,10,140
0634,0634,(204)DURAZNOS EN CONSERVA LC 12X820 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,8,,80
0635,0635,200 - DURAZNOS NAT.LC 24X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0638,0638,293 - COCTEL 4 FRUTAS 12X820 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0639,0639,(205)DURAZNOS BC LA CAMPAG 12X800 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,12,12,1,0.083333333,8,,80
0640,0640,203 - DURAZNOS B/CAL.24X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0641,0641,208 - DURAZNOS NAT.LV 12X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0642,0642,255 - DURAZNO LV LIGHT12X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0643,0643,207 - DAMASCOS NAT.LC 24X850,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0644,0644,222 - DAMASCOS B/CAL.24X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0645,0645,269 - DAMASCOS B/CAL 12X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0646,0646,COCTEL DE FRUTAS 12X800G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0647,0647,210 - COCTEL FRUTAS 24X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0648,0648,292 - COCTEL 5 FRU MI.12X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0649,0649,220 - ENS.FRUTAS LC 12X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0666,0666,216 - ENS.FRUTAS LC 24X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0667,0667,206 - ENS FRUTAS TROP.12X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0668,0668,221 - ENS.FRUTAS TROP.24X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0669,0669,(226)COCTEL DE FRUTAS BC 12X800 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0670,0670,217 - COCTEL F.B/CAL 24X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0671,0671,259 - COCTEL 5 FRU BC 12X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0675,0675,227 - ENSAL.FRUTAS BC 12X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0676,0676,225 - ENSAL.FRUTAS BC 24X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0677,0677,233 - COCTEL 5 FRU LV 24X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0681,0681,4542 - ENS.FRUTAS VENDIMIA,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0682,0682,(215)PERAS AL NATURAL CAMPAG 12X820 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0683,0683,237 - ENS.FRU.LIGHT LIV.12X820,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0717,0717,(223)PERAS NATURAL BC 12X800 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0718,0718,236 - PERAS LIGHT L/V 12X800,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0719,0719,ANANA NATURAL LC 12X825 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,12,12,1,0.083333333,1,,1
0720,0720,209 - ANANA NAT.LC 24X825,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0734,0734,(202)ANANA NATURAL BC * 825 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0735,0735,224 - ANANA NAT B/CAL 24X825,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0736,0736,165 - MAYONESA LC 12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0738,0738,159 - MAYONESA LC 12X500,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0739,0739,(158)MAYONESA BC * 350 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,6,2,0.083333333,17,,153
0740,0740,163 - MAYONESA B/C 12X500,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0741,0741,(239)MAYONESA BC PET * 350 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,23,,138
0750,0750,CHOCOLATE CHONIK 30 * 30 GRS,CHOCOLATES,DIV. CHOCOLATES,DI,0,BU,UN,240,8,30,0.00416667,1,,1
0773,0773,ATUN EN POUCH EN ACEITE LC * 2,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,4,12,0.020833333,9,,63
0774,0774,ATUN EN POUCH AL NATURAL LC *,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,4,12,0.020833333,9,,63
0775,0775,ATUN AL NATURAL C/LIMON LC * 1,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0901,0901,166 - MOSTAZA ANTIGUA 12X210,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0902,0902,164 - MOSTAZA ORIG. 12X215,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0903,0903,167 - MOSTAZA STRAGON 12X215,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0904,0904,161 - MOSTAZA LA MIEL 12X230,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0905,0905,162 - DIJONNAISE 6X200,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0906,0906,168 - DIJONNAISE 6X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0907,0907,169 - SALSA GOLF LC 12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0908,0908,240 - SALSA GOLF PET 12X350,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0909,0909,(157)SALSA GOLF BC * 350 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0910,0910,(241)SALSA GOLF BC PET * 350 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0911,0911,(043)KETCHUP COM * 340 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0912,0912,045 - KETCHUP FCOS. 12X340,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0913,0913,(243)KETCHUP PET COM * 400 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0914,0914,(044)KETCHUP PIC * 340 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0915,0915,046 - KETCHUP PICANT 12X340,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0916,0916,(244)KETCHUP PET PIC * 400 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0917,0917,150 - SAL.INGLESA L&P 12X150,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0918,0918,151 - SAL.INGLESA L&P 12X290,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0919,0919,498 - M BLUEBERRY BC 24X390,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0920,0920,152 - SAL.BARBECUE 12X215,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0921,0921,153 - SAL.P/CARNES 12X215,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0922,0922,170 - SAL.PESTO FCO 12X135,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0923,0923,171 - SALSA TOM.OLIVA 12X400,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0924,0924,172 - SAL C/BASILICO 12X400,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0925,0925,173 - SAL TOM/ OLIVA 12X250,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0926,0926,174 - SAL TOM BERENJ.12X250,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0927,0927,(155) ACEITE OLIVA LC * 500 GR,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,12,12,1,0.083333333,1,,1
0928,0928,156 - ACEITE OLIVA LC 6X1000,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0929,0929,533 - ATUN AC.LC 6X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0930,0930,ATUN EN ACEITE CAMPAG 24X170 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,24,24,1,0.041666667,22,,154
0931,0931,506 - ATUN AC.L/C 48X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,48,1,0.020833333,1,,1
0932,0932,535 - ATUN AC.LC 6X300,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0933,0933,ATUN EN ACEITE CAMPAG 24X300G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,11,,99
0934,0934,510 - ATUN AC.L/C 48X300,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,48,1,0.020833333,1,,1
0935,0935,534 - ATUN NAT.LC 6X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0936,0936,ATUN AL NATURAL LC 24X170 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,22,,154
0937,0937,508 - ATUN NAT.L/C 48X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,48,1,0.020833333,1,,1
0938,0938,536 - ATUN NAT.LC 6X300,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0939,0939,ATUN AL NATURAL LC  24X300 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,11,,99
0940,0940,516 - ATUN NATURAL 48X300,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,48,1,0.020833333,1,,1
0941,0941,537 - ATUN AC.OLIVA 6X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0942,0942,ATUN ACEITE OLIVA LC 24X170 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,22,,154
0943,0943,523 - ATUN AC OLIVA LC48X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,48,1,0.020833333,1,,1
0944,0944,538 - ATUN SAL.TOMATE 6X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,6,6,1,0.166666667,1,,1
0945,0945,ATUN SALSA TOMATE LC 24X170 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,22,,154
0946,0946,524 - ATUN SAL.TOM LC 48X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,48,48,1,0.020833333,1,,1
0947,0947,(547)ATUN ACEITE NEREIDA EN LO,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,22,,154
0948,0948,(548)ATUN NEREIDA NATURAL * 17,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,22,,154
0949,0949,ATUN NER ACEITE DESMENUSA 24X170 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,22,,154
0950,0950,ATUN NEREIDA NATURAL 24X170 G,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,22,,154
0953,0953,522 - ATUN CAN AC DES 24X170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
0954,0954,(604)CABALLA ACEITE * 300 GRS,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,0,BU,UN,24,24,1,0.041666667,1,,1
