product_code,umv_tipo,unidades_por_display,displays_por_bulto,unidades_por_bulto,accion,estado
13453,unidad,10,4,40,completar_displays_por_bulto,actualizado
13465,unidad,14,6,84,completar_displays_por_bulto,actualizado
13466,unidad,14,6,84,completar_displays_por_bulto,actualizado
13467,unidad,14,6,84,completar_displays_por_bulto,actualizado
13656,unidad,10,4,40,completar_displays_por_bulto,actualizado
13657,unidad,10,4,40,completar_displays_por_bulto,actualizado
13658,unidad,10,4,40,completar_displays_por_bulto,actualizado
13659,unidad,10,4,40,completar_displays_por_bulto,actualizado
13662,unidad,10,4,40,completar_displays_por_bulto,actualizado
13663,unidad,10,4,40,completar_displays_por_bulto,actualizado
13664,unidad,10,4,40,completar_displays_por_bulto,actualizado
13666,unidad,10,4,40,completar_displays_por_bulto,actualizado
13667,unidad,10,4,40,completar_displays_por_bulto,actualizado
13668,unidad,10,4,40,completar_displays_por_bulto,actualizado
13669,unidad,10,4,40,completar_displays_por_bulto,actualizado
13670,unidad,10,4,40,completar_displays_por_bulto,actualizado
13675,unidad,10,4,40,completar_displays_por_bulto,actualizado
13709,unidad,20,8,160,completar_displays_por_bulto,actualizado
13864,unidad,16,6,96,completar_displays_por_bulto,actualizado
13865,unidad,16,6,96,completar_displays_por_bulto,actualizado
14125,unidad,6,4,24,completar_displays_por_bulto,actualizado
14175,unidad,16,4,64,completar_displays_por_bulto,actualizado
14177,unidad,16,4,64,completar_displays_por_bulto,actualizado
14347,unidad,15,4,60,completar_displays_por_bulto,actualizado
14348,unidad,12,4,48,completar_displays_por_bulto,actualizado
14402,unidad,16,4,64,completar_displays_por_bulto,actualizado
14450,unidad,20,6,120,completar_displays_por_bulto,actualizado
14550,unidad,8,6,48,completar_displays_por_bulto,actualizado
14551,unidad,8,6,48,completar_displays_por_bulto,actualizado
14552,unidad,8,6,48,completar_displays_por_bulto,actualizado
14553,unidad,8,6,48,completar_displays_por_bulto,actualizado
14554,unidad,8,6,48,completar_displays_por_bulto,actualizado
14555,unidad,8,6,48,completar_displays_por_bulto,actualizado
14558,unidad,8,6,48,completar_displays_por_bulto,actualizado
14559,unidad,8,6,48,completar_displays_por_bulto,actualizado
14560,unidad,8,6,48,completar_displays_por_bulto,actualizado
14562,unidad,8,6,48,completar_displays_por_bulto,actualizado
14563,unidad,8,6,48,completar_displays_por_bulto,actualizado
14564,unidad,8,6,48,completar_displays_por_bulto,actualizado
14565,unidad,8,6,48,completar_displays_por_bulto,actualizado
14608,unidad,20,8,160,completar_displays_por_bulto,actualizado
14610,unidad,10,4,40,completar_displays_por_bulto,actualizado
14668,unidad,20,6,120,completar_displays_por_bulto,actualizado
14669,unidad,20,6,120,completar_displays_por_bulto,actualizado
14777,unidad,6,4,24,completar_displays_por_bulto,actualizado
14778,unidad,6,8,48,completar_displays_por_bulto,actualizado
15058,unidad,10,8,80,completar_displays_por_bulto,actualizado
15059,unidad,10,8,80,completar_displays_por_bulto,actualizado
15060,unidad,10,8,80,completar_displays_por_bulto,actualizado
15061,unidad,10,8,80,completar_displays_por_bulto,actualizado
15130,unidad,10,8,80,completar_displays_por_bulto,actualizado
15141,unidad,16,8,128,completar_displays_por_bulto,actualizado
15142,unidad,20,8,128,completar_displays_por_bulto,actualizado
15143,unidad,16,8,128,completar_displays_por_bulto,actualizado
15145,unidad,10,12,120,completar_displays_por_bulto,actualizado
15201,unidad,6,8,48,completar_displays_por_bulto,actualizado
15202,unidad,6,8,48,completar_displays_por_bulto,actualizado
15203,unidad,6,8,48,completar_displays_por_bulto,actualizado
15205,unidad,6,8,48,completar_displays_por_bulto,actualizado
15278,unidad,14,6,84,completar_displays_por_bulto,actualizado
15319,unidad,20,6,120,completar_displays_por_bulto,actualizado
15405,display,16,20,20,completar_displays_por_bulto,actualizado
3101,unidad,15,6,90,completar_displays_por_bulto,actualizado
3107,unidad,15,6,90,completar_displays_por_bulto,actualizado
3465,unidad,20,8,160,completar_displays_por_bulto,actualizado
3466,unidad,20,8,160,completar_displays_por_bulto,actualizado
3786,unidad,20,6,120,completar_displays_por_bulto,actualizado
3789,unidad,20,6,120,completar_displays_por_bulto,actualizado
3792,unidad,20,6,120,completar_displays_por_bulto,actualizado
5312,unidad,20,8,160,completar_displays_por_bulto,actualizado
5671,unidad,12,2,24,completar_displays_por_bulto,actualizado
6072,unidad,30,12,360,completar_displays_por_bulto,actualizado
6074,unidad,30,12,360,completar_displays_por_bulto,actualizado
6973,unidad,6,4,24,completar_displays_por_bulto,actualizado
7167,unidad,6,4,24,completar_displays_por_bulto,actualizado
7168,unidad,6,4,24,completar_displays_por_bulto,actualizado
7463,unidad,25,12,300,completar_displays_por_bulto,actualizado
7464,unidad,25,12,300,completar_displays_por_bulto,actualizado
7466,unidad,15,8,120,completar_displays_por_bulto,actualizado
7467,unidad,15,8,120,completar_displays_por_bulto,actualizado
10057,display,12,12,12,completar_unidades_por_display,actualizado
10128,display,12,12,12,completar_unidades_por_display,actualizado
10129,display,12,12,12,completar_unidades_por_display,actualizado
10130,display,12,12,12,completar_unidades_por_display,actualizado
10131,display,12,12,12,completar_unidades_por_display,actualizado
10132,display,12,12,12,completar_unidades_por_display,actualizado
10204,display,3,22,22,completar_unidades_por_display,actualizado
10353,unidad,10,12,120,completar_unidades_por_display,actualizado
1042,display,50,24,24,completar_unidades_por_display,actualizado
10425,display,16,36,36,completar_unidades_por_display,actualizado
10770,unidad,10,12,120,completar_unidades_por_display,actualizado
10798,display,15,24,24,completar_unidades_por_display,actualizado
10918,display,16,36,36,completar_unidades_por_display,actualizado
11090,display,12,12,12,completar_unidades_por_display,actualizado
11346,display,8,12,12,completar_unidades_por_display,actualizado
11554,display,12,12,12,completar_unidades_por_display,actualizado
11599,display,16,12,12,completar_unidades_por_display,actualizado
11601,display,24,24,24,completar_unidades_por_display,actualizado
11612,display,50,4,4,completar_unidades_por_display,actualizado
11645,display,12,12,12,completar_unidades_por_display,actualizado
11646,display,12,12,12,completar_unidades_por_display,actualizado
11777,display,18,16,16,completar_unidades_por_display,actualizado
11803,display,24,12,12,completar_unidades_por_display,actualizado
11809,display,24,12,12,completar_unidades_por_display,actualizado
11810,display,24,12,12,completar_unidades_por_display,actualizado
11811,display,24,12,12,completar_unidades_por_display,actualizado
11880,display,12,12,12,completar_unidades_por_display,actualizado
11905,display,30,12,12,completar_unidades_por_display,actualizado
11906,display,18,16,16,completar_unidades_por_display,actualizado
11913,display,30,12,12,completar_unidades_por_display,actualizado
11915,display,18,16,16,completar_unidades_por_display,actualizado
11921,display,18,16,16,completar_unidades_por_display,actualizado
11949,display,24,12,12,completar_unidades_por_display,actualizado
12100,display,12,12,12,completar_unidades_por_display,actualizado
12101,display,12,12,12,completar_unidades_por_display,actualizado
12102,display,12,12,12,completar_unidades_por_display,actualizado
12145,display,16,12,12,completar_unidades_por_display,actualizado
12334,display,16,36,36,completar_unidades_por_display,actualizado
12385,display,24,12,12,completar_unidades_por_display,actualizado
12757,display,6,12,12,completar_unidades_por_display,actualizado
12904,display,16,12,12,completar_unidades_por_display,actualizado
12976,display,6,16,16,completar_unidades_por_display,actualizado
13010,display,10,12,12,completar_unidades_por_display,actualizado
13011,display,10,12,12,completar_unidades_por_display,actualizado
13012,display,10,12,12,completar_unidades_por_display,actualizado
13023,display,10,12,12,completar_unidades_por_display,actualizado
13024,display,10,12,12,completar_unidades_por_display,actualizado
13025,display,10,12,12,completar_unidades_por_display,actualizado
13038,display,18,16,16,completar_unidades_por_display,actualizado
13056,display,16,20,16,completar_unidades_por_display,actualizado
13068,display,20,40,40,completar_unidades_por_display,actualizado
13069,display,20,40,40,completar_unidades_por_display,actualizado
13121,display,10,12,12,completar_unidades_por_display,actualizado
13177,display,18,16,16,completar_unidades_por_display,actualizado
13178,display,18,16,16,completar_unidades_por_display,actualizado
13179,display,18,16,16,completar_unidades_por_display,actualizado
13180,display,18,16,16,completar_unidades_por_display,actualizado
13181,display,18,16,16,completar_unidades_por_display,actualizado
13182,display,18,16,16,completar_unidades_por_display,actualizado
13183,display,18,16,16,completar_unidades_por_display,actualizado
13184,display,18,16,16,completar_unidades_por_display,actualizado
13185,display,18,16,16,completar_unidades_por_display,actualizado
13186,display,18,16,16,completar_unidades_por_display,actualizado
13189,unidad,8,6,48,completar_unidades_por_display,actualizado
13190,unidad,8,6,48,completar_unidades_por_display,actualizado
13191,unidad,8,6,48,completar_unidades_por_display,actualizado
13192,unidad,8,6,48,completar_unidades_por_display,actualizado
13193,unidad,8,6,48,completar_unidades_por_display,actualizado
13194,unidad,8,6,48,completar_unidades_por_display,actualizado
13215,display,24,48,48,completar_unidades_por_display,actualizado
13295,display,3,10,10,completar_unidades_por_display,actualizado
13335,display,12,8,8,completar_unidades_por_display,actualizado
13345,display,20,24,24,completar_unidades_por_display,actualizado
13346,display,20,4,80,completar_unidades_por_display,actualizado
13347,display,3,12,12,completar_unidades_por_display,actualizado
13430,display,12,8,8,completar_unidades_por_display,actualizado
13607,display,3,12,12,completar_unidades_por_display,actualizado
13610,display,3,12,12,completar_unidades_por_display,actualizado
13624,display,3,12,12,completar_unidades_por_display,actualizado
13686,unidad,8,6,48,completar_unidades_por_display,actualizado
13691,display,3,10,10,completar_unidades_por_display,actualizado
13710,display,12,12,12,completar_unidades_por_display,actualizado
13748,display,10,12,12,completar_unidades_por_display,actualizado
13751,display,10,12,12,completar_unidades_por_display,actualizado
13784,display,3,12,12,completar_unidades_por_display,actualizado
13792,display,16,36,36,completar_unidades_por_display,actualizado
13797,display,12,12,12,completar_unidades_por_display,actualizado
13901,display,5,12,12,completar_unidades_por_display,actualizado
13909,display,3,12,12,completar_unidades_por_display,actualizado
13987,display,12,20,20,completar_unidades_por_display,actualizado
13998,display,8,8,64,completar_unidades_por_display,actualizado
14048,display,24,6,144,completar_unidades_por_display,actualizado
14049,display,24,6,6,completar_unidades_por_display,actualizado
14082,display,60,12,12,completar_unidades_por_display,actualizado
14155,display,12,24,24,completar_unidades_por_display,actualizado
14156,display,12,24,24,completar_unidades_por_display,actualizado
14167,display,24,6,6,completar_unidades_por_display,actualizado
14184,display,10,12,12,completar_unidades_por_display,actualizado
14240,unidad,6,6,36,completar_unidades_por_display,actualizado
14245,unidad,6,6,36,completar_unidades_por_display,actualizado
14260,display,18,6,6,completar_unidades_por_display,actualizado
14262,display,4,10,10,completar_unidades_por_display,actualizado
14263,display,4,10,10,completar_unidades_por_display,actualizado
14266,display,18,6,6,completar_unidades_por_display,actualizado
14349,display,24,48,48,completar_unidades_por_display,actualizado
14350,display,3,12,12,completar_unidades_por_display,actualizado
14352,display,3,12,12,completar_unidades_por_display,actualizado
14361,display,3,14,14,completar_unidades_por_display,actualizado
14363,display,6,16,16,completar_unidades_por_display,actualizado
14373,display,8,16,16,completar_unidades_por_display,actualizado
14375,display,8,16,16,completar_unidades_por_display,actualizado
14392,display,3,12,12,completar_unidades_por_display,actualizado
14408,display,3,16,16,completar_unidades_por_display,actualizado
14429,display,18,12,12,completar_unidades_por_display,actualizado
14430,display,18,12,12,completar_unidades_por_display,actualizado
14431,display,18,12,12,completar_unidades_por_display,actualizado
14432,display,18,12,12,completar_unidades_por_display,actualizado
14433,display,18,12,12,completar_unidades_por_display,actualizado
14434,display,18,12,12,completar_unidades_por_display,actualizado
14435,display,18,12,12,completar_unidades_por_display,actualizado
14436,display,18,12,12,completar_unidades_por_display,actualizado
14437,display,18,12,12,completar_unidades_por_display,actualizado
14439,display,18,12,12,completar_unidades_por_display,actualizado
14440,display,18,12,12,completar_unidades_por_display,actualizado
14441,display,18,12,12,completar_unidades_por_display,actualizado
14443,display,18,16,16,completar_unidades_por_display,actualizado
14444,display,18,16,16,completar_unidades_por_display,actualizado
14473,display,16,20,20,completar_unidades_por_display,actualizado
14670,display,18,16,16,completar_unidades_por_display,actualizado
14675,display,16,20,20,completar_unidades_por_display,actualizado
14677,display,12,12,12,completar_unidades_por_display,actualizado
14727,display,6,10,10,completar_unidades_por_display,actualizado
14728,display,6,10,10,completar_unidades_por_display,actualizado
14738,unidad,12,6,72,completar_unidades_por_display,actualizado
14740,display,16,12,12,completar_unidades_por_display,actualizado
14771,unidad,6,6,36,completar_unidades_por_display,actualizado
14790,display,6,12,12,completar_unidades_por_display,actualizado
14830,display,12,12,12,completar_unidades_por_display,actualizado
14873,display,10,12,120,completar_unidades_por_display,actualizado
14883,display,6,8,8,completar_unidades_por_display,actualizado
14904,display,48,12,12,completar_unidades_por_display,actualizado
14999,display,12,12,12,completar_unidades_por_display,actualizado
15004,display,50,4,4,completar_unidades_por_display,actualizado
15017,display,12,12,144,completar_unidades_por_display,actualizado
15019,display,12,12,12,completar_unidades_por_display,actualizado
15024,display,24,24,24,completar_unidades_por_display,actualizado
15027,display,3,12,12,completar_unidades_por_display,actualizado
15052,display,20,24,480,completar_unidades_por_display,actualizado
15063,display,16,12,12,completar_unidades_por_display,actualizado
15065,display,16,12,12,completar_unidades_por_display,actualizado
15070,display,8,12,12,completar_unidades_por_display,actualizado
15074,display,8,12,12,completar_unidades_por_display,actualizado
15075,display,10,12,12,completar_unidades_por_display,actualizado
15089,display,10,12,12,completar_unidades_por_display,actualizado
15110,display,24,6,6,completar_unidades_por_display,actualizado
15116,display,5,10,40,completar_unidades_por_display,actualizado
15119,display,3,12,12,completar_unidades_por_display,actualizado
15120,display,8,12,12,completar_unidades_por_display,actualizado
15122,display,8,12,12,completar_unidades_por_display,actualizado
15125,display,8,12,12,completar_unidades_por_display,actualizado
15135,display,24,12,12,completar_unidades_por_display,actualizado
15153,display,5,12,12,completar_unidades_por_display,actualizado
15191,display,5,12,12,completar_unidades_por_display,actualizado
15197,display,6,8,48,completar_unidades_por_display,actualizado
15207,display,24,12,12,completar_unidades_por_display,actualizado
15208,display,24,12,12,completar_unidades_por_display,actualizado
15225,display,6,8,48,completar_unidades_por_display,actualizado
15250,display,6,8,8,completar_unidades_por_display,actualizado
15251,display,6,8,8,completar_unidades_por_display,actualizado
15258,display,16,4,4,completar_unidades_por_display,actualizado
15259,display,16,4,4,completar_unidades_por_display,actualizado
15262,display,16,4,4,completar_unidades_por_display,actualizado
15292,display,18,16,288,completar_unidades_por_display,actualizado
15294,display,3,12,12,completar_unidades_por_display,actualizado
15307,unidad,28,4,112,completar_unidades_por_display,actualizado
15334,display,60,8,480,completar_unidades_por_display,actualizado
15367,display,12,12,144,completar_unidades_por_display,actualizado
15368,display,12,12,144,completar_unidades_por_display,actualizado
15372,display,3,16,16,completar_unidades_por_display,actualizado
15382,display,24,24,576,completar_unidades_por_display,actualizado
15385,display,12,16,192,completar_unidades_por_display,actualizado
15392,display,8,12,96,completar_unidades_por_display,actualizado
15393,display,12,3,36,completar_unidades_por_display,actualizado
15394,display,20,8,160,completar_unidades_por_display,actualizado
15396,display,20,8,160,completar_unidades_por_display,actualizado
15398,display,20,8,160,completar_unidades_por_display,actualizado
15400,display,20,8,160,completar_unidades_por_display,actualizado
15404,display,16,20,20,completar_unidades_por_display,actualizado
15417,display,24,12,288,completar_unidades_por_display,actualizado
15431,display,24,12,288,completar_unidades_por_display,actualizado
15437,display,20,24,480,completar_unidades_por_display,actualizado
15438,display,20,24,480,completar_unidades_por_display,actualizado
15439,display,20,24,480,completar_unidades_por_display,actualizado
15453,display,8,12,96,completar_unidades_por_display,actualizado
15455,display,12,12,144,completar_unidades_por_display,actualizado
15456,display,12,12,144,completar_unidades_por_display,actualizado
15461,display,8,30,240,completar_unidades_por_display,actualizado
15485,display,3,12,12,completar_unidades_por_display,actualizado
15511,display,16,12,192,completar_unidades_por_display,actualizado
15516,display,10,12,120,completar_unidades_por_display,actualizado
15518,display,16,20,320,completar_unidades_por_display,actualizado
15519,display,16,20,320,completar_unidades_por_display,actualizado
15539,display,10,12,120,completar_unidades_por_display,actualizado
1693,display,12,12,12,completar_unidades_por_display,actualizado
1999,display,12,12,12,completar_unidades_por_display,actualizado
2001,display,12,12,12,completar_unidades_por_display,actualizado
2170,display,12,12,12,completar_unidades_por_display,actualizado
2201,display,48,24,24,completar_unidades_por_display,actualizado
2232,display,48,12,12,completar_unidades_por_display,actualizado
2301,display,12,12,12,completar_unidades_por_display,actualizado
2426,display,12,12,12,completar_unidades_por_display,actualizado
3269,display,16,36,36,completar_unidades_por_display,actualizado
3274,display,18,12,12,completar_unidades_por_display,actualizado
3612,display,16,36,36,completar_unidades_por_display,actualizado
3870,display,6,8,8,completar_unidades_por_display,actualizado
4013,display,50,4,4,completar_unidades_por_display,actualizado
4266,display,44,12,12,completar_unidades_por_display,actualizado
4680,display,12,12,12,completar_unidades_por_display,actualizado
4681,display,12,12,12,completar_unidades_por_display,actualizado
4682,display,12,12,12,completar_unidades_por_display,actualizado
5111,display,16,36,36,completar_unidades_por_display,actualizado
5679,unidad,12,2,24,completar_unidades_por_display,actualizado
6020,display,12,12,12,completar_unidades_por_display,actualizado
6178,display,12,12,12,completar_unidades_por_display,actualizado
6408,display,24,24,24,completar_unidades_por_display,actualizado
6901,display,20,30,30,completar_unidades_por_display,actualizado
6906,display,20,30,30,completar_unidades_por_display,actualizado
6907,display,20,30,30,completar_unidades_por_display,actualizado
6934,display,20,30,30,completar_unidades_por_display,actualizado
7049,display,3,16,16,completar_unidades_por_display,actualizado
7227,display,32,12,12,completar_unidades_por_display,actualizado
7390,display,50,12,12,completar_unidades_por_display,actualizado
9462,display,3,12,12,completar_unidades_por_display,actualizado
9464,display,3,12,12,completar_unidades_por_display,actualizado
1009,display,24,12,12,copiar_gonzales_y_completar,actualizado
11316,unidad,,1,16,revisar_ajuste,actualizado
11318,unidad,,1,16,revisar_ajuste,actualizado
11328,unidad,,1,16,revisar_ajuste,actualizado
11330,unidad,,1,22,revisar_ajuste,actualizado
11331,unidad,,1,22,revisar_ajuste,actualizado
12710,unidad,,1,30,revisar_ajuste,actualizado
13072,unidad,,1,20,revisar_ajuste,actualizado
13073,unidad,,1,20,revisar_ajuste,actualizado
13110,display,,6,6,revisar_ajuste,actualizado
13524,unidad,,1,16,revisar_ajuste,actualizado
13526,unidad,,1,18,revisar_ajuste,actualizado
13528,unidad,,1,18,revisar_ajuste,actualizado
13947,unidad,,1,18,revisar_ajuste,actualizado
13960,unidad,,1,20,revisar_ajuste,actualizado
13966,unidad,,1,16,revisar_ajuste,actualizado
14081,unidad,,1,16,revisar_ajuste,actualizado
14192,unidad,,1,16,revisar_ajuste,actualizado
14218,unidad,,1,24,revisar_ajuste,actualizado
14219,unidad,,1,18,revisar_ajuste,actualizado
14231,unidad,,1,46,revisar_ajuste,actualizado
14267,unidad,,1,16,revisar_ajuste,actualizado
14783,unidad,,1,16,revisar_ajuste,actualizado
14784,unidad,,1,18,revisar_ajuste,actualizado
14791,unidad,,1,14,revisar_ajuste,actualizado
15253,unidad,,1,24,revisar_ajuste,actualizado
15285,unidad,,1,16,revisar_ajuste,actualizado
15286,unidad,,1,16,revisar_ajuste,actualizado
15287,unidad,,1,16,revisar_ajuste,actualizado
3972,unidad,,1,14,revisar_ajuste,actualizado
9825,unidad,,1,14,revisar_ajuste,actualizado
